Namespace(batch_size=64, beta1=0.5, cuda=False, data_path='../data/', dataset='cifar10', direction='b2a', epoch_count=1, input_nc=3, lamb=10, lr=0.0002, lr_decay_iters=50, lr_policy='lambda', ndf=8, ngf=8, niter=100, niter_decay=100, output_nc=3, result_path='../results/', seed=123, test_batch_size=1, threads=4)
===> Loading datasets
===> Building models
initialize network with normal
Load existing models
===> Epoch[21](233/390): Loss_G: 0.0821
===> Epoch[21](234/390): Loss_G: 0.0801
===> Epoch[21](235/390): Loss_G: 0.0754
===> Epoch[21](236/390): Loss_G: 0.0735
===> Epoch[21](237/390): Loss_G: 0.0808
===> Epoch[21](238/390): Loss_G: 0.0784
===> Epoch[21](239/390): Loss_G: 0.0799
===> Epoch[21](240/390): Loss_G: 0.0715
===> Epoch[21](241/390): Loss_G: 0.0851
===> Epoch[21](242/390): Loss_G: 0.0650
===> Epoch[21](243/390): Loss_G: 0.0768
===> Epoch[21](244/390): Loss_G: 0.1021
===> Epoch[21](245/390): Loss_G: 0.0890
===> Epoch[21](246/390): Loss_G: 0.0912
===> Epoch[21](247/390): Loss_G: 0.0984
===> Epoch[21](248/390): Loss_G: 0.1082
===> Epoch[21](249/390): Loss_G: 0.1081
===> Epoch[21](250/390): Loss_G: 0.0914
===> Epoch[21](251/390): Loss_G: 0.0947
===> Epoch[21](252/390): Loss_G: 0.0754
===> Epoch[21](253/390): Loss_G: 0.1060
===> Epoch[21](254/390): Loss_G: 0.0720
===> Epoch[21](255/390): Loss_G: 0.0953
===> Epoch[21](256/390): Loss_G: 0.0805
===> Epoch[21](257/390): Loss_G: 0.0948
===> Epoch[21](258/390): Loss_G: 0.0811
===> Epoch[21](259/390): Loss_G: 0.1228
===> Epoch[21](260/390): Loss_G: 0.0907
===> Epoch[21](261/390): Loss_G: 0.0994
===> Epoch[21](262/390): Loss_G: 0.1331
===> Epoch[21](263/390): Loss_G: 0.0791
===> Epoch[21](264/390): Loss_G: 0.0828
===> Epoch[21](265/390): Loss_G: 0.0902
===> Epoch[21](266/390): Loss_G: 0.0708
===> Epoch[21](267/390): Loss_G: 0.0857
===> Epoch[21](268/390): Loss_G: 0.0853
===> Epoch[21](269/390): Loss_G: 0.0748
===> Epoch[21](270/390): Loss_G: 0.1027
===> Epoch[21](271/390): Loss_G: 0.0983
===> Epoch[21](272/390): Loss_G: 0.0657
===> Epoch[21](273/390): Loss_G: 0.0842
===> Epoch[21](274/390): Loss_G: 0.1045
===> Epoch[21](275/390): Loss_G: 0.0830
===> Epoch[21](276/390): Loss_G: 0.0753
===> Epoch[21](277/390): Loss_G: 0.0792
===> Epoch[21](278/390): Loss_G: 0.0632
===> Epoch[21](279/390): Loss_G: 0.0914
===> Epoch[21](280/390): Loss_G: 0.0764
===> Epoch[21](281/390): Loss_G: 0.0628
===> Epoch[21](282/390): Loss_G: 0.0859
===> Epoch[21](283/390): Loss_G: 0.0750
===> Epoch[21](284/390): Loss_G: 0.0958
===> Epoch[21](285/390): Loss_G: 0.0822
===> Epoch[21](286/390): Loss_G: 0.0857
===> Epoch[21](287/390): Loss_G: 0.0703
===> Epoch[21](288/390): Loss_G: 0.0914
===> Epoch[21](289/390): Loss_G: 0.0779
===> Epoch[21](290/390): Loss_G: 0.0806
===> Epoch[21](291/390): Loss_G: 0.0642
===> Epoch[21](292/390): Loss_G: 0.0927
===> Epoch[21](293/390): Loss_G: 0.1100
===> Epoch[21](294/390): Loss_G: 0.0772
===> Epoch[21](295/390): Loss_G: 0.0699
===> Epoch[21](296/390): Loss_G: 0.0802
===> Epoch[21](297/390): Loss_G: 0.0818
===> Epoch[21](298/390): Loss_G: 0.0700
===> Epoch[21](299/390): Loss_G: 0.0792
===> Epoch[21](300/390): Loss_G: 0.0668
===> Epoch[21](301/390): Loss_G: 0.0885
===> Epoch[21](302/390): Loss_G: 0.1079
===> Epoch[21](303/390): Loss_G: 0.0963
===> Epoch[21](304/390): Loss_G: 0.0981
===> Epoch[21](305/390): Loss_G: 0.0703
===> Epoch[21](306/390): Loss_G: 0.0653
===> Epoch[21](307/390): Loss_G: 0.1069
===> Epoch[21](308/390): Loss_G: 0.0847
===> Epoch[21](309/390): Loss_G: 0.1031
===> Epoch[21](310/390): Loss_G: 0.0741
===> Epoch[21](311/390): Loss_G: 0.0999
===> Epoch[21](312/390): Loss_G: 0.0716
===> Epoch[21](313/390): Loss_G: 0.0764
===> Epoch[21](314/390): Loss_G: 0.0906
===> Epoch[21](315/390): Loss_G: 0.0689
===> Epoch[21](316/390): Loss_G: 0.0791
===> Epoch[21](317/390): Loss_G: 0.0824
===> Epoch[21](318/390): Loss_G: 0.0765
===> Epoch[21](319/390): Loss_G: 0.1156
===> Epoch[21](320/390): Loss_G: 0.0766
===> Epoch[21](321/390): Loss_G: 0.0760
===> Epoch[21](322/390): Loss_G: 0.0985
===> Epoch[21](323/390): Loss_G: 0.0751
===> Epoch[21](324/390): Loss_G: 0.0890
===> Epoch[21](325/390): Loss_G: 0.0812
===> Epoch[21](326/390): Loss_G: 0.0737
===> Epoch[21](327/390): Loss_G: 0.1048
===> Epoch[21](328/390): Loss_G: 0.0802
===> Epoch[21](329/390): Loss_G: 0.0992
===> Epoch[21](330/390): Loss_G: 0.0791
===> Epoch[21](331/390): Loss_G: 0.0622
===> Epoch[21](332/390): Loss_G: 0.0847
===> Epoch[21](333/390): Loss_G: 0.0882
===> Epoch[21](334/390): Loss_G: 0.0808
===> Epoch[21](335/390): Loss_G: 0.0820
===> Epoch[21](336/390): Loss_G: 0.1185
===> Epoch[21](337/390): Loss_G: 0.0753
===> Epoch[21](338/390): Loss_G: 0.0793
===> Epoch[21](339/390): Loss_G: 0.0739
===> Epoch[21](340/390): Loss_G: 0.0749
===> Epoch[21](341/390): Loss_G: 0.0886
===> Epoch[21](342/390): Loss_G: 0.0970
===> Epoch[21](343/390): Loss_G: 0.0662
===> Epoch[21](344/390): Loss_G: 0.0697
===> Epoch[21](345/390): Loss_G: 0.1001
===> Epoch[21](346/390): Loss_G: 0.0786
===> Epoch[21](347/390): Loss_G: 0.1221
===> Epoch[21](348/390): Loss_G: 0.0839
===> Epoch[21](349/390): Loss_G: 0.0676
===> Epoch[21](350/390): Loss_G: 0.0922
===> Epoch[21](351/390): Loss_G: 0.0825
===> Epoch[21](352/390): Loss_G: 0.0678
===> Epoch[21](353/390): Loss_G: 0.0913
===> Epoch[21](354/390): Loss_G: 0.0954
===> Epoch[21](355/390): Loss_G: 0.0799
===> Epoch[21](356/390): Loss_G: 0.0880
===> Epoch[21](357/390): Loss_G: 0.0863
===> Epoch[21](358/390): Loss_G: 0.0802
===> Epoch[21](359/390): Loss_G: 0.1006
===> Epoch[21](360/390): Loss_G: 0.0790
===> Epoch[21](361/390): Loss_G: 0.0761
===> Epoch[21](362/390): Loss_G: 0.0683
===> Epoch[21](363/390): Loss_G: 0.0792
===> Epoch[21](364/390): Loss_G: 0.0882
===> Epoch[21](365/390): Loss_G: 0.0704
===> Epoch[21](366/390): Loss_G: 0.0745
===> Epoch[21](367/390): Loss_G: 0.0940
===> Epoch[21](368/390): Loss_G: 0.0834
===> Epoch[21](369/390): Loss_G: 0.0787
===> Epoch[21](370/390): Loss_G: 0.0979
===> Epoch[21](371/390): Loss_G: 0.0748
===> Epoch[21](372/390): Loss_G: 0.0718
===> Epoch[21](373/390): Loss_G: 0.1024
===> Epoch[21](374/390): Loss_G: 0.1001
===> Epoch[21](375/390): Loss_G: 0.0704
===> Epoch[21](376/390): Loss_G: 0.0767
===> Epoch[21](377/390): Loss_G: 0.0968
===> Epoch[21](378/390): Loss_G: 0.0866
===> Epoch[21](379/390): Loss_G: 0.0759
===> Epoch[21](380/390): Loss_G: 0.0799
===> Epoch[21](381/390): Loss_G: 0.0655
===> Epoch[21](382/390): Loss_G: 0.0766
===> Epoch[21](383/390): Loss_G: 0.0977
===> Epoch[21](384/390): Loss_G: 0.0863
===> Epoch[21](385/390): Loss_G: 0.0673
===> Epoch[21](386/390): Loss_G: 0.0864
===> Epoch[21](387/390): Loss_G: 0.0836
===> Epoch[21](388/390): Loss_G: 0.0771
===> Epoch[21](389/390): Loss_G: 0.0911
===> Epoch[21](390/390): Loss_G: 0.0692
learning rate = 0.0002000
Checkpoint saved to checkpointcifar10
===> Epoch[22](1/390): Loss_G: 0.0860
===> Epoch[22](2/390): Loss_G: 0.0814
===> Epoch[22](3/390): Loss_G: 0.1075
===> Epoch[22](4/390): Loss_G: 0.0587
===> Epoch[22](5/390): Loss_G: 0.1583
===> Epoch[22](6/390): Loss_G: 0.0792
===> Epoch[22](7/390): Loss_G: 0.0798
===> Epoch[22](8/390): Loss_G: 0.0877
===> Epoch[22](9/390): Loss_G: 0.0914
===> Epoch[22](10/390): Loss_G: 0.0893
===> Epoch[22](11/390): Loss_G: 0.0788
===> Epoch[22](12/390): Loss_G: 0.0891
===> Epoch[22](13/390): Loss_G: 0.0798
===> Epoch[22](14/390): Loss_G: 0.0770
===> Epoch[22](15/390): Loss_G: 0.0623
===> Epoch[22](16/390): Loss_G: 0.0951
===> Epoch[22](17/390): Loss_G: 0.0916
===> Epoch[22](18/390): Loss_G: 0.0845
===> Epoch[22](19/390): Loss_G: 0.0683
===> Epoch[22](20/390): Loss_G: 0.0891
===> Epoch[22](21/390): Loss_G: 0.0885
===> Epoch[22](22/390): Loss_G: 0.0763
===> Epoch[22](23/390): Loss_G: 0.0748
===> Epoch[22](24/390): Loss_G: 0.0772
===> Epoch[22](25/390): Loss_G: 0.1218
===> Epoch[22](26/390): Loss_G: 0.1020
===> Epoch[22](27/390): Loss_G: 0.0755
===> Epoch[22](28/390): Loss_G: 0.1141
===> Epoch[22](29/390): Loss_G: 0.0998
===> Epoch[22](30/390): Loss_G: 0.0756
===> Epoch[22](31/390): Loss_G: 0.0925
===> Epoch[22](32/390): Loss_G: 0.0835
===> Epoch[22](33/390): Loss_G: 0.0678
===> Epoch[22](34/390): Loss_G: 0.0876
===> Epoch[22](35/390): Loss_G: 0.0883
===> Epoch[22](36/390): Loss_G: 0.0843
===> Epoch[22](37/390): Loss_G: 0.0946
===> Epoch[22](38/390): Loss_G: 0.0693
===> Epoch[22](39/390): Loss_G: 0.0930
===> Epoch[22](40/390): Loss_G: 0.0919
===> Epoch[22](41/390): Loss_G: 0.1014
===> Epoch[22](42/390): Loss_G: 0.0681
===> Epoch[22](43/390): Loss_G: 0.0893
===> Epoch[22](44/390): Loss_G: 0.0973
===> Epoch[22](45/390): Loss_G: 0.0867
===> Epoch[22](46/390): Loss_G: 0.0886
===> Epoch[22](47/390): Loss_G: 0.0998
===> Epoch[22](48/390): Loss_G: 0.1047
===> Epoch[22](49/390): Loss_G: 0.0877
===> Epoch[22](50/390): Loss_G: 0.0859
===> Epoch[22](51/390): Loss_G: 0.0821
===> Epoch[22](52/390): Loss_G: 0.0704
===> Epoch[22](53/390): Loss_G: 0.0701
===> Epoch[22](54/390): Loss_G: 0.0737
===> Epoch[22](55/390): Loss_G: 0.0868
===> Epoch[22](56/390): Loss_G: 0.0778
===> Epoch[22](57/390): Loss_G: 0.0704
===> Epoch[22](58/390): Loss_G: 0.0878
===> Epoch[22](59/390): Loss_G: 0.0763
===> Epoch[22](60/390): Loss_G: 0.0606
===> Epoch[22](61/390): Loss_G: 0.0745
===> Epoch[22](62/390): Loss_G: 0.0878
===> Epoch[22](63/390): Loss_G: 0.0892
===> Epoch[22](64/390): Loss_G: 0.0952
===> Epoch[22](65/390): Loss_G: 0.0628
===> Epoch[22](66/390): Loss_G: 0.0806
===> Epoch[22](67/390): Loss_G: 0.0822
===> Epoch[22](68/390): Loss_G: 0.0859
===> Epoch[22](69/390): Loss_G: 0.1004
===> Epoch[22](70/390): Loss_G: 0.0996
===> Epoch[22](71/390): Loss_G: 0.0757
===> Epoch[22](72/390): Loss_G: 0.0755
===> Epoch[22](73/390): Loss_G: 0.0912
===> Epoch[22](74/390): Loss_G: 0.0771
===> Epoch[22](75/390): Loss_G: 0.0795
===> Epoch[22](76/390): Loss_G: 0.0637
===> Epoch[22](77/390): Loss_G: 0.0708
===> Epoch[22](78/390): Loss_G: 0.0744
===> Epoch[22](79/390): Loss_G: 0.0684
===> Epoch[22](80/390): Loss_G: 0.0706
===> Epoch[22](81/390): Loss_G: 0.1027
===> Epoch[22](82/390): Loss_G: 0.0721
===> Epoch[22](83/390): Loss_G: 0.0794
===> Epoch[22](84/390): Loss_G: 0.0953
===> Epoch[22](85/390): Loss_G: 0.0871
===> Epoch[22](86/390): Loss_G: 0.0635
===> Epoch[22](87/390): Loss_G: 0.0807
===> Epoch[22](88/390): Loss_G: 0.0710
===> Epoch[22](89/390): Loss_G: 0.0903
===> Epoch[22](90/390): Loss_G: 0.0899
===> Epoch[22](91/390): Loss_G: 0.0841
===> Epoch[22](92/390): Loss_G: 0.1079
===> Epoch[22](93/390): Loss_G: 0.0842
===> Epoch[22](94/390): Loss_G: 0.0791
===> Epoch[22](95/390): Loss_G: 0.0941
===> Epoch[22](96/390): Loss_G: 0.1293
===> Epoch[22](97/390): Loss_G: 0.0916
===> Epoch[22](98/390): Loss_G: 0.0933
===> Epoch[22](99/390): Loss_G: 0.0980
===> Epoch[22](100/390): Loss_G: 0.0833
===> Epoch[22](101/390): Loss_G: 0.0621
===> Epoch[22](102/390): Loss_G: 0.0793
===> Epoch[22](103/390): Loss_G: 0.0953
===> Epoch[22](104/390): Loss_G: 0.0779
===> Epoch[22](105/390): Loss_G: 0.0961
===> Epoch[22](106/390): Loss_G: 0.1045
===> Epoch[22](107/390): Loss_G: 0.0834
===> Epoch[22](108/390): Loss_G: 0.0767
===> Epoch[22](109/390): Loss_G: 0.0834
===> Epoch[22](110/390): Loss_G: 0.0773
===> Epoch[22](111/390): Loss_G: 0.1111
===> Epoch[22](112/390): Loss_G: 0.0786
===> Epoch[22](113/390): Loss_G: 0.0990
===> Epoch[22](114/390): Loss_G: 0.0763
===> Epoch[22](115/390): Loss_G: 0.0809
===> Epoch[22](116/390): Loss_G: 0.0705
===> Epoch[22](117/390): Loss_G: 0.1105
===> Epoch[22](118/390): Loss_G: 0.0957
===> Epoch[22](119/390): Loss_G: 0.0682
===> Epoch[22](120/390): Loss_G: 0.0686
===> Epoch[22](121/390): Loss_G: 0.0727
===> Epoch[22](122/390): Loss_G: 0.0949
===> Epoch[22](123/390): Loss_G: 0.0726
===> Epoch[22](124/390): Loss_G: 0.0642
===> Epoch[22](125/390): Loss_G: 0.1175
===> Epoch[22](126/390): Loss_G: 0.0845
===> Epoch[22](127/390): Loss_G: 0.0867
===> Epoch[22](128/390): Loss_G: 0.0785
===> Epoch[22](129/390): Loss_G: 0.0883
===> Epoch[22](130/390): Loss_G: 0.0758
===> Epoch[22](131/390): Loss_G: 0.0922
===> Epoch[22](132/390): Loss_G: 0.0871
===> Epoch[22](133/390): Loss_G: 0.0853
===> Epoch[22](134/390): Loss_G: 0.0844
===> Epoch[22](135/390): Loss_G: 0.0664
===> Epoch[22](136/390): Loss_G: 0.0792
===> Epoch[22](137/390): Loss_G: 0.0799
===> Epoch[22](138/390): Loss_G: 0.0944
===> Epoch[22](139/390): Loss_G: 0.0874
===> Epoch[22](140/390): Loss_G: 0.0839
===> Epoch[22](141/390): Loss_G: 0.0994
===> Epoch[22](142/390): Loss_G: 0.0899
===> Epoch[22](143/390): Loss_G: 0.1149
===> Epoch[22](144/390): Loss_G: 0.0771
===> Epoch[22](145/390): Loss_G: 0.0821
===> Epoch[22](146/390): Loss_G: 0.0961
===> Epoch[22](147/390): Loss_G: 0.0756
===> Epoch[22](148/390): Loss_G: 0.0930
===> Epoch[22](149/390): Loss_G: 0.1062
===> Epoch[22](150/390): Loss_G: 0.0804
===> Epoch[22](151/390): Loss_G: 0.0759
===> Epoch[22](152/390): Loss_G: 0.0953
===> Epoch[22](153/390): Loss_G: 0.0665
===> Epoch[22](154/390): Loss_G: 0.0786
===> Epoch[22](155/390): Loss_G: 0.0824
===> Epoch[22](156/390): Loss_G: 0.0797
===> Epoch[22](157/390): Loss_G: 0.0893
===> Epoch[22](158/390): Loss_G: 0.0807
===> Epoch[22](159/390): Loss_G: 0.0902
===> Epoch[22](160/390): Loss_G: 0.1004
===> Epoch[22](161/390): Loss_G: 0.1053
===> Epoch[22](162/390): Loss_G: 0.0814
===> Epoch[22](163/390): Loss_G: 0.0759
===> Epoch[22](164/390): Loss_G: 0.0799
===> Epoch[22](165/390): Loss_G: 0.0964
===> Epoch[22](166/390): Loss_G: 0.0910
===> Epoch[22](167/390): Loss_G: 0.0696
===> Epoch[22](168/390): Loss_G: 0.0739
===> Epoch[22](169/390): Loss_G: 0.0819
===> Epoch[22](170/390): Loss_G: 0.0842
===> Epoch[22](171/390): Loss_G: 0.1178
===> Epoch[22](172/390): Loss_G: 0.0845
===> Epoch[22](173/390): Loss_G: 0.0777
===> Epoch[22](174/390): Loss_G: 0.0768
===> Epoch[22](175/390): Loss_G: 0.0926
===> Epoch[22](176/390): Loss_G: 0.0838
===> Epoch[22](177/390): Loss_G: 0.0875
===> Epoch[22](178/390): Loss_G: 0.0762
===> Epoch[22](179/390): Loss_G: 0.0635
===> Epoch[22](180/390): Loss_G: 0.0678
===> Epoch[22](181/390): Loss_G: 0.0814
===> Epoch[22](182/390): Loss_G: 0.0795
===> Epoch[22](183/390): Loss_G: 0.1105
===> Epoch[22](184/390): Loss_G: 0.0755
===> Epoch[22](185/390): Loss_G: 0.0855
===> Epoch[22](186/390): Loss_G: 0.1057
===> Epoch[22](187/390): Loss_G: 0.0695
===> Epoch[22](188/390): Loss_G: 0.1060
===> Epoch[22](189/390): Loss_G: 0.0812
===> Epoch[22](190/390): Loss_G: 0.0859
===> Epoch[22](191/390): Loss_G: 0.0901
===> Epoch[22](192/390): Loss_G: 0.0770
===> Epoch[22](193/390): Loss_G: 0.0817
===> Epoch[22](194/390): Loss_G: 0.0677
===> Epoch[22](195/390): Loss_G: 0.0724
===> Epoch[22](196/390): Loss_G: 0.0927
===> Epoch[22](197/390): Loss_G: 0.0919
===> Epoch[22](198/390): Loss_G: 0.0824
===> Epoch[22](199/390): Loss_G: 0.1128
===> Epoch[22](200/390): Loss_G: 0.0985
===> Epoch[22](201/390): Loss_G: 0.0934
===> Epoch[22](202/390): Loss_G: 0.0727
===> Epoch[22](203/390): Loss_G: 0.0924
===> Epoch[22](204/390): Loss_G: 0.0880
===> Epoch[22](205/390): Loss_G: 0.0882
===> Epoch[22](206/390): Loss_G: 0.0847
===> Epoch[22](207/390): Loss_G: 0.0868
===> Epoch[22](208/390): Loss_G: 0.0872
===> Epoch[22](209/390): Loss_G: 0.1430
===> Epoch[22](210/390): Loss_G: 0.0835
===> Epoch[22](211/390): Loss_G: 0.0840
===> Epoch[22](212/390): Loss_G: 0.1014
===> Epoch[22](213/390): Loss_G: 0.0916
===> Epoch[22](214/390): Loss_G: 0.0750
===> Epoch[22](215/390): Loss_G: 0.0710
===> Epoch[22](216/390): Loss_G: 0.0874
===> Epoch[22](217/390): Loss_G: 0.0876
===> Epoch[22](218/390): Loss_G: 0.0894
===> Epoch[22](219/390): Loss_G: 0.1169
===> Epoch[22](220/390): Loss_G: 0.0974
===> Epoch[22](221/390): Loss_G: 0.1104
===> Epoch[22](222/390): Loss_G: 0.0822
===> Epoch[22](223/390): Loss_G: 0.0709
===> Epoch[22](224/390): Loss_G: 0.0722
===> Epoch[22](225/390): Loss_G: 0.0922
===> Epoch[22](226/390): Loss_G: 0.0731
===> Epoch[22](227/390): Loss_G: 0.0625
===> Epoch[22](228/390): Loss_G: 0.0864
===> Epoch[22](229/390): Loss_G: 0.1009
===> Epoch[22](230/390): Loss_G: 0.0655
===> Epoch[22](231/390): Loss_G: 0.1331
===> Epoch[22](232/390): Loss_G: 0.1032
===> Epoch[22](233/390): Loss_G: 0.0642
===> Epoch[22](234/390): Loss_G: 0.0845
===> Epoch[22](235/390): Loss_G: 0.1096
===> Epoch[22](236/390): Loss_G: 0.0831
===> Epoch[22](237/390): Loss_G: 0.0795
===> Epoch[22](238/390): Loss_G: 0.0634
===> Epoch[22](239/390): Loss_G: 0.0862
===> Epoch[22](240/390): Loss_G: 0.0675
===> Epoch[22](241/390): Loss_G: 0.0724
===> Epoch[22](242/390): Loss_G: 0.1148
===> Epoch[22](243/390): Loss_G: 0.0873
===> Epoch[22](244/390): Loss_G: 0.0903
===> Epoch[22](245/390): Loss_G: 0.0938
===> Epoch[22](246/390): Loss_G: 0.0698
===> Epoch[22](247/390): Loss_G: 0.0796
===> Epoch[22](248/390): Loss_G: 0.0855
===> Epoch[22](249/390): Loss_G: 0.0716
===> Epoch[22](250/390): Loss_G: 0.0826
===> Epoch[22](251/390): Loss_G: 0.0894
===> Epoch[22](252/390): Loss_G: 0.0868
===> Epoch[22](253/390): Loss_G: 0.0974
===> Epoch[22](254/390): Loss_G: 0.0980
===> Epoch[22](255/390): Loss_G: 0.0821
===> Epoch[22](256/390): Loss_G: 0.0864
===> Epoch[22](257/390): Loss_G: 0.0802
===> Epoch[22](258/390): Loss_G: 0.0678
===> Epoch[22](259/390): Loss_G: 0.0789
===> Epoch[22](260/390): Loss_G: 0.0842
===> Epoch[22](261/390): Loss_G: 0.0750
===> Epoch[22](262/390): Loss_G: 0.0899
===> Epoch[22](263/390): Loss_G: 0.0653
===> Epoch[22](264/390): Loss_G: 0.0858
===> Epoch[22](265/390): Loss_G: 0.0913
===> Epoch[22](266/390): Loss_G: 0.0785
===> Epoch[22](267/390): Loss_G: 0.0701
===> Epoch[22](268/390): Loss_G: 0.0776
===> Epoch[22](269/390): Loss_G: 0.0974
===> Epoch[22](270/390): Loss_G: 0.0708
===> Epoch[22](271/390): Loss_G: 0.0746
===> Epoch[22](272/390): Loss_G: 0.0800
===> Epoch[22](273/390): Loss_G: 0.0875
===> Epoch[22](274/390): Loss_G: 0.0875
===> Epoch[22](275/390): Loss_G: 0.0649
===> Epoch[22](276/390): Loss_G: 0.0756
===> Epoch[22](277/390): Loss_G: 0.0993
===> Epoch[22](278/390): Loss_G: 0.0730
===> Epoch[22](279/390): Loss_G: 0.0748
===> Epoch[22](280/390): Loss_G: 0.0873
===> Epoch[22](281/390): Loss_G: 0.0739
===> Epoch[22](282/390): Loss_G: 0.0911
===> Epoch[22](283/390): Loss_G: 0.0995
===> Epoch[22](284/390): Loss_G: 0.0875
===> Epoch[22](285/390): Loss_G: 0.0890
===> Epoch[22](286/390): Loss_G: 0.0744
===> Epoch[22](287/390): Loss_G: 0.0829
===> Epoch[22](288/390): Loss_G: 0.1049
===> Epoch[22](289/390): Loss_G: 0.0905
===> Epoch[22](290/390): Loss_G: 0.0730
===> Epoch[22](291/390): Loss_G: 0.0834
===> Epoch[22](292/390): Loss_G: 0.0971
===> Epoch[22](293/390): Loss_G: 0.0684
===> Epoch[22](294/390): Loss_G: 0.0790
===> Epoch[22](295/390): Loss_G: 0.1032
===> Epoch[22](296/390): Loss_G: 0.0852
===> Epoch[22](297/390): Loss_G: 0.0861
===> Epoch[22](298/390): Loss_G: 0.0856
===> Epoch[22](299/390): Loss_G: 0.1010
===> Epoch[22](300/390): Loss_G: 0.0975
===> Epoch[22](301/390): Loss_G: 0.0842
===> Epoch[22](302/390): Loss_G: 0.0734
===> Epoch[22](303/390): Loss_G: 0.0914
===> Epoch[22](304/390): Loss_G: 0.1075
===> Epoch[22](305/390): Loss_G: 0.0713
===> Epoch[22](306/390): Loss_G: 0.0945
===> Epoch[22](307/390): Loss_G: 0.0986
===> Epoch[22](308/390): Loss_G: 0.0750
===> Epoch[22](309/390): Loss_G: 0.0670
===> Epoch[22](310/390): Loss_G: 0.0874
===> Epoch[22](311/390): Loss_G: 0.0946
===> Epoch[22](312/390): Loss_G: 0.1012
===> Epoch[22](313/390): Loss_G: 0.0754
===> Epoch[22](314/390): Loss_G: 0.0715
===> Epoch[22](315/390): Loss_G: 0.0700
===> Epoch[22](316/390): Loss_G: 0.1106
===> Epoch[22](317/390): Loss_G: 0.0702
===> Epoch[22](318/390): Loss_G: 0.0931
===> Epoch[22](319/390): Loss_G: 0.0685
===> Epoch[22](320/390): Loss_G: 0.0653
===> Epoch[22](321/390): Loss_G: 0.0893
===> Epoch[22](322/390): Loss_G: 0.0987
===> Epoch[22](323/390): Loss_G: 0.0766
===> Epoch[22](324/390): Loss_G: 0.0759
===> Epoch[22](325/390): Loss_G: 0.0773
===> Epoch[22](326/390): Loss_G: 0.0781
===> Epoch[22](327/390): Loss_G: 0.0907
===> Epoch[22](328/390): Loss_G: 0.0801
===> Epoch[22](329/390): Loss_G: 0.0835
===> Epoch[22](330/390): Loss_G: 0.0827
===> Epoch[22](331/390): Loss_G: 0.0932
===> Epoch[22](332/390): Loss_G: 0.0844
===> Epoch[22](333/390): Loss_G: 0.0807
===> Epoch[22](334/390): Loss_G: 0.0902
===> Epoch[22](335/390): Loss_G: 0.1173
===> Epoch[22](336/390): Loss_G: 0.0805
===> Epoch[22](337/390): Loss_G: 0.0874
===> Epoch[22](338/390): Loss_G: 0.0807
===> Epoch[22](339/390): Loss_G: 0.0846
===> Epoch[22](340/390): Loss_G: 0.0866
===> Epoch[22](341/390): Loss_G: 0.1015
===> Epoch[22](342/390): Loss_G: 0.0658
===> Epoch[22](343/390): Loss_G: 0.0839
===> Epoch[22](344/390): Loss_G: 0.0731
===> Epoch[22](345/390): Loss_G: 0.0830
===> Epoch[22](346/390): Loss_G: 0.0801
===> Epoch[22](347/390): Loss_G: 0.0891
===> Epoch[22](348/390): Loss_G: 0.0870
===> Epoch[22](349/390): Loss_G: 0.0956
===> Epoch[22](350/390): Loss_G: 0.0758
===> Epoch[22](351/390): Loss_G: 0.0758
===> Epoch[22](352/390): Loss_G: 0.0765
===> Epoch[22](353/390): Loss_G: 0.0732
===> Epoch[22](354/390): Loss_G: 0.0900
===> Epoch[22](355/390): Loss_G: 0.0896
===> Epoch[22](356/390): Loss_G: 0.0672
===> Epoch[22](357/390): Loss_G: 0.0913
===> Epoch[22](358/390): Loss_G: 0.0649
===> Epoch[22](359/390): Loss_G: 0.0726
===> Epoch[22](360/390): Loss_G: 0.0826
===> Epoch[22](361/390): Loss_G: 0.0826
===> Epoch[22](362/390): Loss_G: 0.0837
===> Epoch[22](363/390): Loss_G: 0.0692
===> Epoch[22](364/390): Loss_G: 0.0959
===> Epoch[22](365/390): Loss_G: 0.0584
===> Epoch[22](366/390): Loss_G: 0.0873
===> Epoch[22](367/390): Loss_G: 0.0724
===> Epoch[22](368/390): Loss_G: 0.0915
===> Epoch[22](369/390): Loss_G: 0.0982
===> Epoch[22](370/390): Loss_G: 0.0880
===> Epoch[22](371/390): Loss_G: 0.0714
===> Epoch[22](372/390): Loss_G: 0.1085
===> Epoch[22](373/390): Loss_G: 0.0945
===> Epoch[22](374/390): Loss_G: 0.0698
===> Epoch[22](375/390): Loss_G: 0.0800
===> Epoch[22](376/390): Loss_G: 0.0810
===> Epoch[22](377/390): Loss_G: 0.0744
===> Epoch[22](378/390): Loss_G: 0.0827
===> Epoch[22](379/390): Loss_G: 0.0624
===> Epoch[22](380/390): Loss_G: 0.0629
===> Epoch[22](381/390): Loss_G: 0.0901
===> Epoch[22](382/390): Loss_G: 0.1036
===> Epoch[22](383/390): Loss_G: 0.0871
===> Epoch[22](384/390): Loss_G: 0.0802
===> Epoch[22](385/390): Loss_G: 0.0742
===> Epoch[22](386/390): Loss_G: 0.0937
===> Epoch[22](387/390): Loss_G: 0.0848
===> Epoch[22](388/390): Loss_G: 0.0692
===> Epoch[22](389/390): Loss_G: 0.1028
===> Epoch[22](390/390): Loss_G: 0.0746
learning rate = 0.0002000
Checkpoint saved to checkpointcifar10
===> Epoch[23](1/390): Loss_G: 0.0858
===> Epoch[23](2/390): Loss_G: 0.0957
