Namespace(batch_size=64, beta1=0.5, cuda=False, data_path='../data/', dataset='cifar10', direction='b2a', epoch_count=1, input_nc=3, lamb=10, lr=0.0002, lr_decay_iters=50, lr_policy='lambda', ndf=8, ngf=8, niter=100, niter_decay=100, output_nc=3, result_path='../results/', seed=123, test_batch_size=1, threads=4)
===> Loading datasets
===> Building models
initialize network with normal
Load existing models
===> Epoch[23](3/390): Loss_G: 0.0701
===> Epoch[23](4/390): Loss_G: 0.0714
===> Epoch[23](5/390): Loss_G: 0.1045
===> Epoch[23](6/390): Loss_G: 0.0934
===> Epoch[23](7/390): Loss_G: 0.0870
===> Epoch[23](8/390): Loss_G: 0.1055
===> Epoch[23](9/390): Loss_G: 0.0810
===> Epoch[23](10/390): Loss_G: 0.0732
===> Epoch[23](11/390): Loss_G: 0.0731
===> Epoch[23](12/390): Loss_G: 0.0931
===> Epoch[23](13/390): Loss_G: 0.1014
===> Epoch[23](14/390): Loss_G: 0.0669
===> Epoch[23](15/390): Loss_G: 0.0875
===> Epoch[23](16/390): Loss_G: 0.0840
===> Epoch[23](17/390): Loss_G: 0.0740
===> Epoch[23](18/390): Loss_G: 0.0822
===> Epoch[23](19/390): Loss_G: 0.0784
===> Epoch[23](20/390): Loss_G: 0.0700
===> Epoch[23](21/390): Loss_G: 0.0847
===> Epoch[23](22/390): Loss_G: 0.0798
===> Epoch[23](23/390): Loss_G: 0.1002
===> Epoch[23](24/390): Loss_G: 0.0668
===> Epoch[23](25/390): Loss_G: 0.0708
===> Epoch[23](26/390): Loss_G: 0.0948
===> Epoch[23](27/390): Loss_G: 0.1019
===> Epoch[23](28/390): Loss_G: 0.0651
===> Epoch[23](29/390): Loss_G: 0.0868
===> Epoch[23](30/390): Loss_G: 0.0692
===> Epoch[23](31/390): Loss_G: 0.0686
===> Epoch[23](32/390): Loss_G: 0.0783
===> Epoch[23](33/390): Loss_G: 0.0646
===> Epoch[23](34/390): Loss_G: 0.0669
===> Epoch[23](35/390): Loss_G: 0.0855
===> Epoch[23](36/390): Loss_G: 0.0848
===> Epoch[23](37/390): Loss_G: 0.0744
===> Epoch[23](38/390): Loss_G: 0.1086
===> Epoch[23](39/390): Loss_G: 0.0723
===> Epoch[23](40/390): Loss_G: 0.0745
===> Epoch[23](41/390): Loss_G: 0.0750
===> Epoch[23](42/390): Loss_G: 0.0906
===> Epoch[23](43/390): Loss_G: 0.0919
===> Epoch[23](44/390): Loss_G: 0.1090
===> Epoch[23](45/390): Loss_G: 0.0658
===> Epoch[23](46/390): Loss_G: 0.0702
===> Epoch[23](47/390): Loss_G: 0.0959
===> Epoch[23](48/390): Loss_G: 0.0709
===> Epoch[23](49/390): Loss_G: 0.0809
===> Epoch[23](50/390): Loss_G: 0.0726
===> Epoch[23](51/390): Loss_G: 0.0906
===> Epoch[23](52/390): Loss_G: 0.0862
===> Epoch[23](53/390): Loss_G: 0.0694
===> Epoch[23](54/390): Loss_G: 0.0820
===> Epoch[23](55/390): Loss_G: 0.0997
===> Epoch[23](56/390): Loss_G: 0.0644
===> Epoch[23](57/390): Loss_G: 0.0860
===> Epoch[23](58/390): Loss_G: 0.1072
===> Epoch[23](59/390): Loss_G: 0.0813
===> Epoch[23](60/390): Loss_G: 0.0866
===> Epoch[23](61/390): Loss_G: 0.1224
===> Epoch[23](62/390): Loss_G: 0.0769
===> Epoch[23](63/390): Loss_G: 0.1036
===> Epoch[23](64/390): Loss_G: 0.1228
===> Epoch[23](65/390): Loss_G: 0.0899
===> Epoch[23](66/390): Loss_G: 0.0955
===> Epoch[23](67/390): Loss_G: 0.0809
===> Epoch[23](68/390): Loss_G: 0.1034
===> Epoch[23](69/390): Loss_G: 0.1209
===> Epoch[23](70/390): Loss_G: 0.1015
===> Epoch[23](71/390): Loss_G: 0.0663
===> Epoch[23](72/390): Loss_G: 0.0874
===> Epoch[23](73/390): Loss_G: 0.0948
===> Epoch[23](74/390): Loss_G: 0.0823
===> Epoch[23](75/390): Loss_G: 0.0947
===> Epoch[23](76/390): Loss_G: 0.0986
===> Epoch[23](77/390): Loss_G: 0.0629
===> Epoch[23](78/390): Loss_G: 0.0751
===> Epoch[23](79/390): Loss_G: 0.0731
===> Epoch[23](80/390): Loss_G: 0.0829
===> Epoch[23](81/390): Loss_G: 0.0748
===> Epoch[23](82/390): Loss_G: 0.0535
===> Epoch[23](83/390): Loss_G: 0.0844
===> Epoch[23](84/390): Loss_G: 0.0859
===> Epoch[23](85/390): Loss_G: 0.0797
===> Epoch[23](86/390): Loss_G: 0.0853
===> Epoch[23](87/390): Loss_G: 0.1026
===> Epoch[23](88/390): Loss_G: 0.0819
===> Epoch[23](89/390): Loss_G: 0.0700
===> Epoch[23](90/390): Loss_G: 0.0813
===> Epoch[23](91/390): Loss_G: 0.0648
===> Epoch[23](92/390): Loss_G: 0.0827
===> Epoch[23](93/390): Loss_G: 0.0952
===> Epoch[23](94/390): Loss_G: 0.0676
===> Epoch[23](95/390): Loss_G: 0.1001
===> Epoch[23](96/390): Loss_G: 0.1101
===> Epoch[23](97/390): Loss_G: 0.0865
===> Epoch[23](98/390): Loss_G: 0.0803
===> Epoch[23](99/390): Loss_G: 0.1078
===> Epoch[23](100/390): Loss_G: 0.0867
===> Epoch[23](101/390): Loss_G: 0.1091
===> Epoch[23](102/390): Loss_G: 0.0802
===> Epoch[23](103/390): Loss_G: 0.1380
===> Epoch[23](104/390): Loss_G: 0.0917
===> Epoch[23](105/390): Loss_G: 0.0812
===> Epoch[23](106/390): Loss_G: 0.0812
===> Epoch[23](107/390): Loss_G: 0.0863
===> Epoch[23](108/390): Loss_G: 0.0890
===> Epoch[23](109/390): Loss_G: 0.0709
===> Epoch[23](110/390): Loss_G: 0.0766
===> Epoch[23](111/390): Loss_G: 0.1063
===> Epoch[23](112/390): Loss_G: 0.0632
===> Epoch[23](113/390): Loss_G: 0.1213
===> Epoch[23](114/390): Loss_G: 0.0916
===> Epoch[23](115/390): Loss_G: 0.0943
===> Epoch[23](116/390): Loss_G: 0.0830
===> Epoch[23](117/390): Loss_G: 0.0683
===> Epoch[23](118/390): Loss_G: 0.0922
===> Epoch[23](119/390): Loss_G: 0.0761
===> Epoch[23](120/390): Loss_G: 0.0782
===> Epoch[23](121/390): Loss_G: 0.0765
===> Epoch[23](122/390): Loss_G: 0.0778
===> Epoch[23](123/390): Loss_G: 0.1112
===> Epoch[23](124/390): Loss_G: 0.0780
===> Epoch[23](125/390): Loss_G: 0.0776
===> Epoch[23](126/390): Loss_G: 0.0645
===> Epoch[23](127/390): Loss_G: 0.0887
===> Epoch[23](128/390): Loss_G: 0.0590
===> Epoch[23](129/390): Loss_G: 0.0649
===> Epoch[23](130/390): Loss_G: 0.0535
===> Epoch[23](131/390): Loss_G: 0.0670
===> Epoch[23](132/390): Loss_G: 0.0882
===> Epoch[23](133/390): Loss_G: 0.0681
===> Epoch[23](134/390): Loss_G: 0.0871
===> Epoch[23](135/390): Loss_G: 0.0761
===> Epoch[23](136/390): Loss_G: 0.0884
===> Epoch[23](137/390): Loss_G: 0.0999
===> Epoch[23](138/390): Loss_G: 0.0674
===> Epoch[23](139/390): Loss_G: 0.0900
===> Epoch[23](140/390): Loss_G: 0.1140
===> Epoch[23](141/390): Loss_G: 0.0747
===> Epoch[23](142/390): Loss_G: 0.0768
===> Epoch[23](143/390): Loss_G: 0.0880
===> Epoch[23](144/390): Loss_G: 0.0964
===> Epoch[23](145/390): Loss_G: 0.0997
===> Epoch[23](146/390): Loss_G: 0.1162
===> Epoch[23](147/390): Loss_G: 0.0919
===> Epoch[23](148/390): Loss_G: 0.0902
===> Epoch[23](149/390): Loss_G: 0.0884
===> Epoch[23](150/390): Loss_G: 0.0631
===> Epoch[23](151/390): Loss_G: 0.0888
===> Epoch[23](152/390): Loss_G: 0.0671
===> Epoch[23](153/390): Loss_G: 0.0639
===> Epoch[23](154/390): Loss_G: 0.0772
===> Epoch[23](155/390): Loss_G: 0.0768
===> Epoch[23](156/390): Loss_G: 0.0891
===> Epoch[23](157/390): Loss_G: 0.0826
===> Epoch[23](158/390): Loss_G: 0.0796
===> Epoch[23](159/390): Loss_G: 0.0950
===> Epoch[23](160/390): Loss_G: 0.0752
===> Epoch[23](161/390): Loss_G: 0.0686
===> Epoch[23](162/390): Loss_G: 0.0983
===> Epoch[23](163/390): Loss_G: 0.0877
===> Epoch[23](164/390): Loss_G: 0.0855
===> Epoch[23](165/390): Loss_G: 0.0922
===> Epoch[23](166/390): Loss_G: 0.0790
===> Epoch[23](167/390): Loss_G: 0.0790
===> Epoch[23](168/390): Loss_G: 0.0881
===> Epoch[23](169/390): Loss_G: 0.0992
===> Epoch[23](170/390): Loss_G: 0.0832
===> Epoch[23](171/390): Loss_G: 0.0680
===> Epoch[23](172/390): Loss_G: 0.0729
===> Epoch[23](173/390): Loss_G: 0.0693
===> Epoch[23](174/390): Loss_G: 0.0669
===> Epoch[23](175/390): Loss_G: 0.0843
===> Epoch[23](176/390): Loss_G: 0.0940
===> Epoch[23](177/390): Loss_G: 0.0619
===> Epoch[23](178/390): Loss_G: 0.0949
===> Epoch[23](179/390): Loss_G: 0.0824
===> Epoch[23](180/390): Loss_G: 0.0954
===> Epoch[23](181/390): Loss_G: 0.0951
===> Epoch[23](182/390): Loss_G: 0.0607
===> Epoch[23](183/390): Loss_G: 0.0754
===> Epoch[23](184/390): Loss_G: 0.0897
===> Epoch[23](185/390): Loss_G: 0.0987
===> Epoch[23](186/390): Loss_G: 0.0825
===> Epoch[23](187/390): Loss_G: 0.2092
===> Epoch[23](188/390): Loss_G: 0.1587
===> Epoch[23](189/390): Loss_G: 0.1130
===> Epoch[23](190/390): Loss_G: 0.1258
===> Epoch[23](191/390): Loss_G: 0.1069
===> Epoch[23](192/390): Loss_G: 0.1195
===> Epoch[23](193/390): Loss_G: 0.1138
===> Epoch[23](194/390): Loss_G: 0.1044
===> Epoch[23](195/390): Loss_G: 0.0908
===> Epoch[23](196/390): Loss_G: 0.1015
===> Epoch[23](197/390): Loss_G: 0.0921
===> Epoch[23](198/390): Loss_G: 0.1007
===> Epoch[23](199/390): Loss_G: 0.0794
===> Epoch[23](200/390): Loss_G: 0.1059
===> Epoch[23](201/390): Loss_G: 0.0927
===> Epoch[23](202/390): Loss_G: 0.0881
===> Epoch[23](203/390): Loss_G: 0.0899
===> Epoch[23](204/390): Loss_G: 0.0878
===> Epoch[23](205/390): Loss_G: 0.0740
===> Epoch[23](206/390): Loss_G: 0.1138
===> Epoch[23](207/390): Loss_G: 0.0848
===> Epoch[23](208/390): Loss_G: 0.0866
===> Epoch[23](209/390): Loss_G: 0.0705
===> Epoch[23](210/390): Loss_G: 0.0954
===> Epoch[23](211/390): Loss_G: 0.1235
===> Epoch[23](212/390): Loss_G: 0.0845
===> Epoch[23](213/390): Loss_G: 0.0847
===> Epoch[23](214/390): Loss_G: 0.0984
===> Epoch[23](215/390): Loss_G: 0.0972
===> Epoch[23](216/390): Loss_G: 0.1280
===> Epoch[23](217/390): Loss_G: 0.0925
===> Epoch[23](218/390): Loss_G: 0.1149
===> Epoch[23](219/390): Loss_G: 0.0856
===> Epoch[23](220/390): Loss_G: 0.0871
===> Epoch[23](221/390): Loss_G: 0.0849
===> Epoch[23](222/390): Loss_G: 0.0855
===> Epoch[23](223/390): Loss_G: 0.1020
===> Epoch[23](224/390): Loss_G: 0.0974
===> Epoch[23](225/390): Loss_G: 0.0858
===> Epoch[23](226/390): Loss_G: 0.1054
===> Epoch[23](227/390): Loss_G: 0.0889
===> Epoch[23](228/390): Loss_G: 0.0885
===> Epoch[23](229/390): Loss_G: 0.0904
===> Epoch[23](230/390): Loss_G: 0.0780
===> Epoch[23](231/390): Loss_G: 0.0754
===> Epoch[23](232/390): Loss_G: 0.0779
===> Epoch[23](233/390): Loss_G: 0.0773
===> Epoch[23](234/390): Loss_G: 0.1023
===> Epoch[23](235/390): Loss_G: 0.0868
===> Epoch[23](236/390): Loss_G: 0.1212
===> Epoch[23](237/390): Loss_G: 0.0945
===> Epoch[23](238/390): Loss_G: 0.1171
===> Epoch[23](239/390): Loss_G: 0.1224
===> Epoch[23](240/390): Loss_G: 0.0857
===> Epoch[23](241/390): Loss_G: 0.0811
===> Epoch[23](242/390): Loss_G: 0.0873
===> Epoch[23](243/390): Loss_G: 0.0760
===> Epoch[23](244/390): Loss_G: 0.0714
===> Epoch[23](245/390): Loss_G: 0.0920
===> Epoch[23](246/390): Loss_G: 0.1038
===> Epoch[23](247/390): Loss_G: 0.1158
===> Epoch[23](248/390): Loss_G: 0.0945
===> Epoch[23](249/390): Loss_G: 0.0815
===> Epoch[23](250/390): Loss_G: 0.0843
===> Epoch[23](251/390): Loss_G: 0.0766
===> Epoch[23](252/390): Loss_G: 0.0846
===> Epoch[23](253/390): Loss_G: 0.0890
===> Epoch[23](254/390): Loss_G: 0.0792
===> Epoch[23](255/390): Loss_G: 0.0747
===> Epoch[23](256/390): Loss_G: 0.0930
===> Epoch[23](257/390): Loss_G: 0.0814
===> Epoch[23](258/390): Loss_G: 0.0767
===> Epoch[23](259/390): Loss_G: 0.1006
===> Epoch[23](260/390): Loss_G: 0.0750
===> Epoch[23](261/390): Loss_G: 0.0929
===> Epoch[23](262/390): Loss_G: 0.0776
===> Epoch[23](263/390): Loss_G: 0.0763
===> Epoch[23](264/390): Loss_G: 0.0829
===> Epoch[23](265/390): Loss_G: 0.0944
===> Epoch[23](266/390): Loss_G: 0.1055
===> Epoch[23](267/390): Loss_G: 0.0780
===> Epoch[23](268/390): Loss_G: 0.1115
===> Epoch[23](269/390): Loss_G: 0.0820
===> Epoch[23](270/390): Loss_G: 0.0769
===> Epoch[23](271/390): Loss_G: 0.0665
===> Epoch[23](272/390): Loss_G: 0.1002
===> Epoch[23](273/390): Loss_G: 0.0835
===> Epoch[23](274/390): Loss_G: 0.1002
===> Epoch[23](275/390): Loss_G: 0.0676
===> Epoch[23](276/390): Loss_G: 0.0771
===> Epoch[23](277/390): Loss_G: 0.0744
===> Epoch[23](278/390): Loss_G: 0.0985
===> Epoch[23](279/390): Loss_G: 0.0817
===> Epoch[23](280/390): Loss_G: 0.0831
===> Epoch[23](281/390): Loss_G: 0.0869
===> Epoch[23](282/390): Loss_G: 0.0623
===> Epoch[23](283/390): Loss_G: 0.0685
===> Epoch[23](284/390): Loss_G: 0.0809
===> Epoch[23](285/390): Loss_G: 0.0918
===> Epoch[23](286/390): Loss_G: 0.1339
===> Epoch[23](287/390): Loss_G: 0.0763
===> Epoch[23](288/390): Loss_G: 0.0887
===> Epoch[23](289/390): Loss_G: 0.0709
===> Epoch[23](290/390): Loss_G: 0.1030
===> Epoch[23](291/390): Loss_G: 0.0769
===> Epoch[23](292/390): Loss_G: 0.0868
===> Epoch[23](293/390): Loss_G: 0.0843
===> Epoch[23](294/390): Loss_G: 0.1033
===> Epoch[23](295/390): Loss_G: 0.0808
===> Epoch[23](296/390): Loss_G: 0.0939
===> Epoch[23](297/390): Loss_G: 0.0930
===> Epoch[23](298/390): Loss_G: 0.1123
===> Epoch[23](299/390): Loss_G: 0.0684
===> Epoch[23](300/390): Loss_G: 0.0951
===> Epoch[23](301/390): Loss_G: 0.0817
===> Epoch[23](302/390): Loss_G: 0.0853
===> Epoch[23](303/390): Loss_G: 0.1055
===> Epoch[23](304/390): Loss_G: 0.1044
===> Epoch[23](305/390): Loss_G: 0.0958
===> Epoch[23](306/390): Loss_G: 0.0741
===> Epoch[23](307/390): Loss_G: 0.0920
===> Epoch[23](308/390): Loss_G: 0.0926
===> Epoch[23](309/390): Loss_G: 0.0745
===> Epoch[23](310/390): Loss_G: 0.0771
===> Epoch[23](311/390): Loss_G: 0.0926
===> Epoch[23](312/390): Loss_G: 0.0914
===> Epoch[23](313/390): Loss_G: 0.0881
===> Epoch[23](314/390): Loss_G: 0.0780
===> Epoch[23](315/390): Loss_G: 0.0832
===> Epoch[23](316/390): Loss_G: 0.0719
===> Epoch[23](317/390): Loss_G: 0.0773
===> Epoch[23](318/390): Loss_G: 0.0830
===> Epoch[23](319/390): Loss_G: 0.0874
===> Epoch[23](320/390): Loss_G: 0.0948
===> Epoch[23](321/390): Loss_G: 0.0876
===> Epoch[23](322/390): Loss_G: 0.0830
===> Epoch[23](323/390): Loss_G: 0.0821
===> Epoch[23](324/390): Loss_G: 0.1002
===> Epoch[23](325/390): Loss_G: 0.0900
===> Epoch[23](326/390): Loss_G: 0.0588
===> Epoch[23](327/390): Loss_G: 0.0784
===> Epoch[23](328/390): Loss_G: 0.1015
===> Epoch[23](329/390): Loss_G: 0.0829
===> Epoch[23](330/390): Loss_G: 0.0898
===> Epoch[23](331/390): Loss_G: 0.0809
===> Epoch[23](332/390): Loss_G: 0.0707
===> Epoch[23](333/390): Loss_G: 0.0764
===> Epoch[23](334/390): Loss_G: 0.0932
===> Epoch[23](335/390): Loss_G: 0.1005
===> Epoch[23](336/390): Loss_G: 0.0766
===> Epoch[23](337/390): Loss_G: 0.0735
===> Epoch[23](338/390): Loss_G: 0.0735
===> Epoch[23](339/390): Loss_G: 0.0919
===> Epoch[23](340/390): Loss_G: 0.0867
===> Epoch[23](341/390): Loss_G: 0.0784
===> Epoch[23](342/390): Loss_G: 0.0899
===> Epoch[23](343/390): Loss_G: 0.0749
===> Epoch[23](344/390): Loss_G: 0.0987
===> Epoch[23](345/390): Loss_G: 0.1139
===> Epoch[23](346/390): Loss_G: 0.0699
===> Epoch[23](347/390): Loss_G: 0.1010
===> Epoch[23](348/390): Loss_G: 0.0868
===> Epoch[23](349/390): Loss_G: 0.0805
===> Epoch[23](350/390): Loss_G: 0.0895
===> Epoch[23](351/390): Loss_G: 0.0983
===> Epoch[23](352/390): Loss_G: 0.0707
===> Epoch[23](353/390): Loss_G: 0.0715
===> Epoch[23](354/390): Loss_G: 0.0945
===> Epoch[23](355/390): Loss_G: 0.0855
===> Epoch[23](356/390): Loss_G: 0.0884
===> Epoch[23](357/390): Loss_G: 0.0788
===> Epoch[23](358/390): Loss_G: 0.0809
===> Epoch[23](359/390): Loss_G: 0.0766
===> Epoch[23](360/390): Loss_G: 0.1189
===> Epoch[23](361/390): Loss_G: 0.0593
===> Epoch[23](362/390): Loss_G: 0.1089
===> Epoch[23](363/390): Loss_G: 0.0576
===> Epoch[23](364/390): Loss_G: 0.0904
===> Epoch[23](365/390): Loss_G: 0.0895
===> Epoch[23](366/390): Loss_G: 0.0789
===> Epoch[23](367/390): Loss_G: 0.0907
===> Epoch[23](368/390): Loss_G: 0.0779
===> Epoch[23](369/390): Loss_G: 0.0686
===> Epoch[23](370/390): Loss_G: 0.0874
===> Epoch[23](371/390): Loss_G: 0.0753
===> Epoch[23](372/390): Loss_G: 0.0883
===> Epoch[23](373/390): Loss_G: 0.0734
===> Epoch[23](374/390): Loss_G: 0.0944
===> Epoch[23](375/390): Loss_G: 0.1030
===> Epoch[23](376/390): Loss_G: 0.1056
===> Epoch[23](377/390): Loss_G: 0.0677
===> Epoch[23](378/390): Loss_G: 0.0954
===> Epoch[23](379/390): Loss_G: 0.0872
===> Epoch[23](380/390): Loss_G: 0.0844
===> Epoch[23](381/390): Loss_G: 0.0641
===> Epoch[23](382/390): Loss_G: 0.1251
===> Epoch[23](383/390): Loss_G: 0.0866
===> Epoch[23](384/390): Loss_G: 0.0801
===> Epoch[23](385/390): Loss_G: 0.0775
===> Epoch[23](386/390): Loss_G: 0.1008
===> Epoch[23](387/390): Loss_G: 0.0932
===> Epoch[23](388/390): Loss_G: 0.1106
===> Epoch[23](389/390): Loss_G: 0.0787
===> Epoch[23](390/390): Loss_G: 0.0902
learning rate = 0.0002000
Checkpoint saved to checkpointcifar10
===> Epoch[24](1/390): Loss_G: 0.1070
===> Epoch[24](2/390): Loss_G: 0.0840
===> Epoch[24](3/390): Loss_G: 0.0909
===> Epoch[24](4/390): Loss_G: 0.0882
===> Epoch[24](5/390): Loss_G: 0.0601
===> Epoch[24](6/390): Loss_G: 0.0786
===> Epoch[24](7/390): Loss_G: 0.0743
===> Epoch[24](8/390): Loss_G: 0.0723
===> Epoch[24](9/390): Loss_G: 0.0700
===> Epoch[24](10/390): Loss_G: 0.1077
===> Epoch[24](11/390): Loss_G: 0.0699
===> Epoch[24](12/390): Loss_G: 0.0842
===> Epoch[24](13/390): Loss_G: 0.0846
===> Epoch[24](14/390): Loss_G: 0.1074
===> Epoch[24](15/390): Loss_G: 0.0801
===> Epoch[24](16/390): Loss_G: 0.0784
===> Epoch[24](17/390): Loss_G: 0.0969
===> Epoch[24](18/390): Loss_G: 0.0709
===> Epoch[24](19/390): Loss_G: 0.0880
===> Epoch[24](20/390): Loss_G: 0.0806
===> Epoch[24](21/390): Loss_G: 0.0780
===> Epoch[24](22/390): Loss_G: 0.0782
===> Epoch[24](23/390): Loss_G: 0.0797
===> Epoch[24](24/390): Loss_G: 0.0708
===> Epoch[24](25/390): Loss_G: 0.0707
===> Epoch[24](26/390): Loss_G: 0.0793
===> Epoch[24](27/390): Loss_G: 0.1057
===> Epoch[24](28/390): Loss_G: 0.0714
===> Epoch[24](29/390): Loss_G: 0.0889
===> Epoch[24](30/390): Loss_G: 0.0753
===> Epoch[24](31/390): Loss_G: 0.0815
===> Epoch[24](32/390): Loss_G: 0.0849
===> Epoch[24](33/390): Loss_G: 0.0669
===> Epoch[24](34/390): Loss_G: 0.1230
===> Epoch[24](35/390): Loss_G: 0.0713
===> Epoch[24](36/390): Loss_G: 0.0857
===> Epoch[24](37/390): Loss_G: 0.0882
===> Epoch[24](38/390): Loss_G: 0.0831
===> Epoch[24](39/390): Loss_G: 0.0880
===> Epoch[24](40/390): Loss_G: 0.1006
===> Epoch[24](41/390): Loss_G: 0.0921
===> Epoch[24](42/390): Loss_G: 0.0647
===> Epoch[24](43/390): Loss_G: 0.0743
===> Epoch[24](44/390): Loss_G: 0.0832
===> Epoch[24](45/390): Loss_G: 0.1062
===> Epoch[24](46/390): Loss_G: 0.0722
===> Epoch[24](47/390): Loss_G: 0.0994
===> Epoch[24](48/390): Loss_G: 0.0778
===> Epoch[24](49/390): Loss_G: 0.0852
===> Epoch[24](50/390): Loss_G: 0.1082
===> Epoch[24](51/390): Loss_G: 0.1111
===> Epoch[24](52/390): Loss_G: 0.0717
===> Epoch[24](53/390): Loss_G: 0.0691
===> Epoch[24](54/390): Loss_G: 0.0763
===> Epoch[24](55/390): Loss_G: 0.0976
===> Epoch[24](56/390): Loss_G: 0.0632
===> Epoch[24](57/390): Loss_G: 0.0923
===> Epoch[24](58/390): Loss_G: 0.0736
===> Epoch[24](59/390): Loss_G: 0.1041
===> Epoch[24](60/390): Loss_G: 0.0839
===> Epoch[24](61/390): Loss_G: 0.0946
===> Epoch[24](62/390): Loss_G: 0.0833
===> Epoch[24](63/390): Loss_G: 0.0956
===> Epoch[24](64/390): Loss_G: 0.0886
===> Epoch[24](65/390): Loss_G: 0.0719
===> Epoch[24](66/390): Loss_G: 0.0782
===> Epoch[24](67/390): Loss_G: 0.0832
===> Epoch[24](68/390): Loss_G: 0.0768
===> Epoch[24](69/390): Loss_G: 0.0946
===> Epoch[24](70/390): Loss_G: 0.0779
===> Epoch[24](71/390): Loss_G: 0.0782
===> Epoch[24](72/390): Loss_G: 0.0926
===> Epoch[24](73/390): Loss_G: 0.0800
===> Epoch[24](74/390): Loss_G: 0.1071
===> Epoch[24](75/390): Loss_G: 0.0893
===> Epoch[24](76/390): Loss_G: 0.0688
===> Epoch[24](77/390): Loss_G: 0.0752
===> Epoch[24](78/390): Loss_G: 0.0742
===> Epoch[24](79/390): Loss_G: 0.0692
===> Epoch[24](80/390): Loss_G: 0.0900
===> Epoch[24](81/390): Loss_G: 0.0803
===> Epoch[24](82/390): Loss_G: 0.0880
===> Epoch[24](83/390): Loss_G: 0.1133
===> Epoch[24](84/390): Loss_G: 0.0784
===> Epoch[24](85/390): Loss_G: 0.0741
===> Epoch[24](86/390): Loss_G: 0.0737
===> Epoch[24](87/390): Loss_G: 0.0800
===> Epoch[24](88/390): Loss_G: 0.0643
===> Epoch[24](89/390): Loss_G: 0.0928
===> Epoch[24](90/390): Loss_G: 0.1049
===> Epoch[24](91/390): Loss_G: 0.0925
===> Epoch[24](92/390): Loss_G: 0.0749
===> Epoch[24](93/390): Loss_G: 0.0734
===> Epoch[24](94/390): Loss_G: 0.0677
===> Epoch[24](95/390): Loss_G: 0.0700
===> Epoch[24](96/390): Loss_G: 0.0829
===> Epoch[24](97/390): Loss_G: 0.0818
===> Epoch[24](98/390): Loss_G: 0.0955
===> Epoch[24](99/390): Loss_G: 0.0745
===> Epoch[24](100/390): Loss_G: 0.0922
===> Epoch[24](101/390): Loss_G: 0.0764
===> Epoch[24](102/390): Loss_G: 0.0691
===> Epoch[24](103/390): Loss_G: 0.1106
===> Epoch[24](104/390): Loss_G: 0.1063
===> Epoch[24](105/390): Loss_G: 0.0739
===> Epoch[24](106/390): Loss_G: 0.0807
===> Epoch[24](107/390): Loss_G: 0.0862
===> Epoch[24](108/390): Loss_G: 0.0860
===> Epoch[24](109/390): Loss_G: 0.0740
===> Epoch[24](110/390): Loss_G: 0.0842
===> Epoch[24](111/390): Loss_G: 0.0890
===> Epoch[24](112/390): Loss_G: 0.0765
===> Epoch[24](113/390): Loss_G: 0.1000
===> Epoch[24](114/390): Loss_G: 0.0895
===> Epoch[24](115/390): Loss_G: 0.0757
===> Epoch[24](116/390): Loss_G: 0.0788
===> Epoch[24](117/390): Loss_G: 0.0904
===> Epoch[24](118/390): Loss_G: 0.0576
===> Epoch[24](119/390): Loss_G: 0.0812
===> Epoch[24](120/390): Loss_G: 0.1086
===> Epoch[24](121/390): Loss_G: 0.0602
===> Epoch[24](122/390): Loss_G: 0.0860
===> Epoch[24](123/390): Loss_G: 0.1018
===> Epoch[24](124/390): Loss_G: 0.0866
===> Epoch[24](125/390): Loss_G: 0.0847
===> Epoch[24](126/390): Loss_G: 0.1100
===> Epoch[24](127/390): Loss_G: 0.0888
===> Epoch[24](128/390): Loss_G: 0.0858
===> Epoch[24](129/390): Loss_G: 0.0799
===> Epoch[24](130/390): Loss_G: 0.0773
===> Epoch[24](131/390): Loss_G: 0.0819
===> Epoch[24](132/390): Loss_G: 0.0881
===> Epoch[24](133/390): Loss_G: 0.0978
===> Epoch[24](134/390): Loss_G: 0.0693
===> Epoch[24](135/390): Loss_G: 0.0825
===> Epoch[24](136/390): Loss_G: 0.0809
===> Epoch[24](137/390): Loss_G: 0.0646
===> Epoch[24](138/390): Loss_G: 0.0667
===> Epoch[24](139/390): Loss_G: 0.0639
===> Epoch[24](140/390): Loss_G: 0.0800
===> Epoch[24](141/390): Loss_G: 0.1011
===> Epoch[24](142/390): Loss_G: 0.0776
===> Epoch[24](143/390): Loss_G: 0.0931
===> Epoch[24](144/390): Loss_G: 0.0813
===> Epoch[24](145/390): Loss_G: 0.0857
===> Epoch[24](146/390): Loss_G: 0.0811
===> Epoch[24](147/390): Loss_G: 0.0805
===> Epoch[24](148/390): Loss_G: 0.0944
===> Epoch[24](149/390): Loss_G: 0.0961
===> Epoch[24](150/390): Loss_G: 0.0649
===> Epoch[24](151/390): Loss_G: 0.1184
===> Epoch[24](152/390): Loss_G: 0.0757
===> Epoch[24](153/390): Loss_G: 0.0930
===> Epoch[24](154/390): Loss_G: 0.0933
===> Epoch[24](155/390): Loss_G: 0.0745
===> Epoch[24](156/390): Loss_G: 0.0989
===> Epoch[24](157/390): Loss_G: 0.0861
===> Epoch[24](158/390): Loss_G: 0.0877
===> Epoch[24](159/390): Loss_G: 0.0734
===> Epoch[24](160/390): Loss_G: 0.0886
===> Epoch[24](161/390): Loss_G: 0.0731
===> Epoch[24](162/390): Loss_G: 0.0881
===> Epoch[24](163/390): Loss_G: 0.0748
