{'target': {'mean': array([-0.5029429], dtype=float32), 'std': array([0.6241994], dtype=float32), 'min': array([-5.971551], dtype=float32), 'max': array([4.968335], dtype=float32)}, 'input': {'mean': array([-0.39840025], dtype=float32), 'std': array([0.2741448], dtype=float32), 'min': array([-0.5], dtype=float32), 'max': array([0.5], dtype=float32)}}
Dataset: 60000, 45000
initialize network with normal
===> Epoch[97](0/704): MSE-pixel: 0.2849
===> Epoch[97](30/704): MSE-pixel: 0.2848
===> Epoch[97](60/704): MSE-pixel: 0.2786
===> Epoch[97](90/704): MSE-pixel: 0.3045
===> Epoch[97](120/704): MSE-pixel: 0.2747
===> Epoch[97](150/704): MSE-pixel: 0.2967
===> Epoch[97](180/704): MSE-pixel: 0.2778
===> Epoch[97](210/704): MSE-pixel: 0.2872
===> Epoch[97](240/704): MSE-pixel: 0.3080
===> Epoch[97](270/704): MSE-pixel: 0.2898
===> Epoch[97](300/704): MSE-pixel: 0.2979
===> Epoch[97](330/704): MSE-pixel: 0.2935
===> Epoch[97](360/704): MSE-pixel: 0.2920
===> Epoch[97](390/704): MSE-pixel: 0.2940
===> Epoch[97](420/704): MSE-pixel: 0.2906
===> Epoch[97](450/704): MSE-pixel: 0.2773
===> Epoch[97](480/704): MSE-pixel: 0.2882
===> Epoch[97](510/704): MSE-pixel: 0.2800
===> Epoch[97](540/704): MSE-pixel: 0.3040
===> Epoch[97](570/704): MSE-pixel: 0.2995
===> Epoch[97](600/704): MSE-pixel: 0.2869
===> Epoch[97](630/704): MSE-pixel: 0.2966
===> Epoch[97](660/704): MSE-pixel: 0.2928
===> Epoch[97](690/704): MSE-pixel: 0.2754
learning rate = 0.0010000
===> Epoch[98](0/704): MSE-pixel: 0.2778
===> Epoch[98](30/704): MSE-pixel: 0.3039
===> Epoch[98](60/704): MSE-pixel: 0.2838
===> Epoch[98](90/704): MSE-pixel: 0.2762
===> Epoch[98](120/704): MSE-pixel: 0.2896
===> Epoch[98](150/704): MSE-pixel: 0.2918
===> Epoch[98](180/704): MSE-pixel: 0.3039
===> Epoch[98](210/704): MSE-pixel: 0.3021
===> Epoch[98](240/704): MSE-pixel: 0.2895
===> Epoch[98](270/704): MSE-pixel: 0.2894
===> Epoch[98](300/704): MSE-pixel: 0.2963
===> Epoch[98](330/704): MSE-pixel: 0.2831
===> Epoch[98](360/704): MSE-pixel: 0.2919
===> Epoch[98](390/704): MSE-pixel: 0.2849
===> Epoch[98](420/704): MSE-pixel: 0.2915
===> Epoch[98](450/704): MSE-pixel: 0.3055
===> Epoch[98](480/704): MSE-pixel: 0.2888
===> Epoch[98](510/704): MSE-pixel: 0.2772
===> Epoch[98](540/704): MSE-pixel: 0.2908
===> Epoch[98](570/704): MSE-pixel: 0.2804
===> Epoch[98](600/704): MSE-pixel: 0.2991
===> Epoch[98](630/704): MSE-pixel: 0.2895
===> Epoch[98](660/704): MSE-pixel: 0.2898
===> Epoch[98](690/704): MSE-pixel: 0.2849
learning rate = 0.0010000
===> Epoch[99](0/704): MSE-pixel: 0.2868
===> Epoch[99](30/704): MSE-pixel: 0.2806
===> Epoch[99](60/704): MSE-pixel: 0.2951
===> Epoch[99](90/704): MSE-pixel: 0.2916
===> Epoch[99](120/704): MSE-pixel: 0.2860
===> Epoch[99](150/704): MSE-pixel: 0.2748
===> Epoch[99](180/704): MSE-pixel: 0.2803
===> Epoch[99](210/704): MSE-pixel: 0.2816
===> Epoch[99](240/704): MSE-pixel: 0.2789
===> Epoch[99](270/704): MSE-pixel: 0.2995
===> Epoch[99](300/704): MSE-pixel: 0.2905
===> Epoch[99](330/704): MSE-pixel: 0.2818
===> Epoch[99](360/704): MSE-pixel: 0.3055
===> Epoch[99](390/704): MSE-pixel: 0.3005
===> Epoch[99](420/704): MSE-pixel: 0.3030
===> Epoch[99](450/704): MSE-pixel: 0.2952
===> Epoch[99](480/704): MSE-pixel: 0.2966
===> Epoch[99](510/704): MSE-pixel: 0.2879
===> Epoch[99](540/704): MSE-pixel: 0.2974
===> Epoch[99](570/704): MSE-pixel: 0.2773
===> Epoch[99](600/704): MSE-pixel: 0.2800
===> Epoch[99](630/704): MSE-pixel: 0.3019
===> Epoch[99](660/704): MSE-pixel: 0.2931
===> Epoch[99](690/704): MSE-pixel: 0.2901
learning rate = 0.0010000
===> Epoch[100](0/704): MSE-pixel: 0.2922
===> Epoch[100](30/704): MSE-pixel: 0.2887
===> Epoch[100](60/704): MSE-pixel: 0.2890
===> Epoch[100](90/704): MSE-pixel: 0.2780
===> Epoch[100](120/704): MSE-pixel: 0.3249
===> Epoch[100](150/704): MSE-pixel: 0.2792
===> Epoch[100](180/704): MSE-pixel: 0.2847
===> Epoch[100](210/704): MSE-pixel: 0.2861
===> Epoch[100](240/704): MSE-pixel: 0.2877
===> Epoch[100](270/704): MSE-pixel: 0.2909
===> Epoch[100](300/704): MSE-pixel: 0.2948
===> Epoch[100](330/704): MSE-pixel: 0.2700
===> Epoch[100](360/704): MSE-pixel: 0.3095
===> Epoch[100](390/704): MSE-pixel: 0.3010
===> Epoch[100](420/704): MSE-pixel: 0.2896
===> Epoch[100](450/704): MSE-pixel: 0.2993
===> Epoch[100](480/704): MSE-pixel: 0.2775
===> Epoch[100](510/704): MSE-pixel: 0.2828
===> Epoch[100](540/704): MSE-pixel: 0.3002
===> Epoch[100](570/704): MSE-pixel: 0.2917
===> Epoch[100](600/704): MSE-pixel: 0.2952
===> Epoch[100](630/704): MSE-pixel: 0.2869
===> Epoch[100](660/704): MSE-pixel: 0.3034
===> Epoch[100](690/704): MSE-pixel: 0.2960
learning rate = 0.0001000
Done
{'target': {'mean': array([-0.5029429], dtype=float32), 'std': array([0.6241994], dtype=float32), 'min': array([-5.971551], dtype=float32), 'max': array([4.968335], dtype=float32)}, 'input': {'mean': array([-0.39840025], dtype=float32), 'std': array([0.2741448], dtype=float32), 'min': array([-0.5], dtype=float32), 'max': array([0.5], dtype=float32)}}
Dataset: 60000, 45000
initialize network with normal
===> Epoch[1](0/704): MSE-pixel: 1.9174
===> Epoch[1](30/704): MSE-pixel: 0.7240
===> Epoch[1](60/704): MSE-pixel: 0.5852
===> Epoch[1](90/704): MSE-pixel: 0.5583
===> Epoch[1](120/704): MSE-pixel: 0.5505
===> Epoch[1](150/704): MSE-pixel: 0.4899
===> Epoch[1](180/704): MSE-pixel: 0.5218
===> Epoch[1](210/704): MSE-pixel: 0.5224
===> Epoch[1](240/704): MSE-pixel: 0.4738
===> Epoch[1](270/704): MSE-pixel: 0.4759
===> Epoch[1](300/704): MSE-pixel: 0.4841
===> Epoch[1](330/704): MSE-pixel: 0.4289
===> Epoch[1](360/704): MSE-pixel: 0.4172
===> Epoch[1](390/704): MSE-pixel: 0.4587
===> Epoch[1](420/704): MSE-pixel: 0.3985
===> Epoch[1](450/704): MSE-pixel: 0.4188
===> Epoch[1](480/704): MSE-pixel: 0.4114
===> Epoch[1](510/704): MSE-pixel: 0.3993
===> Epoch[1](540/704): MSE-pixel: 0.4111
===> Epoch[1](570/704): MSE-pixel: 0.3870
===> Epoch[1](600/704): MSE-pixel: 0.3869
===> Epoch[1](630/704): MSE-pixel: 0.3569
===> Epoch[1](660/704): MSE-pixel: 0.3642
===> Epoch[1](690/704): MSE-pixel: 0.3561
learning rate = 0.0100000
Saving
===> Epoch[2](0/704): MSE-pixel: 0.3889
===> Epoch[2](30/704): MSE-pixel: 0.3653
===> Epoch[2](60/704): MSE-pixel: 0.3753
===> Epoch[2](90/704): MSE-pixel: 0.3660
===> Epoch[2](120/704): MSE-pixel: 0.3601
===> Epoch[2](150/704): MSE-pixel: 0.3519
===> Epoch[2](180/704): MSE-pixel: 0.3538
===> Epoch[2](210/704): MSE-pixel: 0.3472
===> Epoch[2](240/704): MSE-pixel: 0.3637
===> Epoch[2](270/704): MSE-pixel: 0.3310
===> Epoch[2](300/704): MSE-pixel: 0.3538
===> Epoch[2](330/704): MSE-pixel: 0.3379
===> Epoch[2](360/704): MSE-pixel: 0.3352
===> Epoch[2](390/704): MSE-pixel: 0.3247
===> Epoch[2](420/704): MSE-pixel: 0.3309
===> Epoch[2](450/704): MSE-pixel: 0.3217
===> Epoch[2](480/704): MSE-pixel: 0.3130
===> Epoch[2](510/704): MSE-pixel: 0.3230
===> Epoch[2](540/704): MSE-pixel: 0.3066
===> Epoch[2](570/704): MSE-pixel: 0.3055
===> Epoch[2](600/704): MSE-pixel: 0.3274
===> Epoch[2](630/704): MSE-pixel: 0.3128
===> Epoch[2](660/704): MSE-pixel: 0.3521
===> Epoch[2](690/704): MSE-pixel: 0.3202
learning rate = 0.0100000
===> Epoch[3](0/704): MSE-pixel: 0.3125
===> Epoch[3](30/704): MSE-pixel: 0.2979
===> Epoch[3](60/704): MSE-pixel: 0.3231
===> Epoch[3](90/704): MSE-pixel: 0.3191
===> Epoch[3](120/704): MSE-pixel: 0.3130
===> Epoch[3](150/704): MSE-pixel: 0.3201
===> Epoch[3](180/704): MSE-pixel: 0.3023
===> Epoch[3](210/704): MSE-pixel: 0.2974
===> Epoch[3](240/704): MSE-pixel: 0.2950
===> Epoch[3](270/704): MSE-pixel: 0.3021
===> Epoch[3](300/704): MSE-pixel: 0.2931
===> Epoch[3](330/704): MSE-pixel: 0.3099
===> Epoch[3](360/704): MSE-pixel: 0.2975
===> Epoch[3](390/704): MSE-pixel: 0.2938
===> Epoch[3](420/704): MSE-pixel: 0.2980
===> Epoch[3](450/704): MSE-pixel: 0.3061
===> Epoch[3](480/704): MSE-pixel: 0.3066
===> Epoch[3](510/704): MSE-pixel: 0.2960
===> Epoch[3](540/704): MSE-pixel: 0.2963
===> Epoch[3](570/704): MSE-pixel: 0.2918
===> Epoch[3](600/704): MSE-pixel: 0.3042
===> Epoch[3](630/704): MSE-pixel: 0.2920
===> Epoch[3](660/704): MSE-pixel: 0.2997
===> Epoch[3](690/704): MSE-pixel: 0.3045
learning rate = 0.0100000
===> Epoch[4](0/704): MSE-pixel: 0.2908
===> Epoch[4](30/704): MSE-pixel: 0.2792
===> Epoch[4](60/704): MSE-pixel: 0.2907
===> Epoch[4](90/704): MSE-pixel: 0.2876
===> Epoch[4](120/704): MSE-pixel: 0.3003
===> Epoch[4](150/704): MSE-pixel: 0.2969
===> Epoch[4](180/704): MSE-pixel: 0.2895
===> Epoch[4](210/704): MSE-pixel: 0.2834
===> Epoch[4](240/704): MSE-pixel: 0.2886
===> Epoch[4](270/704): MSE-pixel: 0.2828
===> Epoch[4](300/704): MSE-pixel: 0.2887
===> Epoch[4](330/704): MSE-pixel: 0.2730
===> Epoch[4](360/704): MSE-pixel: 0.3027
===> Epoch[4](390/704): MSE-pixel: 0.2802
===> Epoch[4](420/704): MSE-pixel: 0.2738
===> Epoch[4](450/704): MSE-pixel: 0.2885
===> Epoch[4](480/704): MSE-pixel: 0.2819
===> Epoch[4](510/704): MSE-pixel: 0.2811
===> Epoch[4](540/704): MSE-pixel: 0.2902
===> Epoch[4](570/704): MSE-pixel: 0.2830
===> Epoch[4](600/704): MSE-pixel: 0.2740
===> Epoch[4](630/704): MSE-pixel: 0.2675
===> Epoch[4](660/704): MSE-pixel: 0.2770
===> Epoch[4](690/704): MSE-pixel: 0.2709
learning rate = 0.0100000
===> Epoch[5](0/704): MSE-pixel: 0.2963
===> Epoch[5](30/704): MSE-pixel: 0.2749
===> Epoch[5](60/704): MSE-pixel: 0.2777
===> Epoch[5](90/704): MSE-pixel: 0.2737
===> Epoch[5](120/704): MSE-pixel: 0.2606
===> Epoch[5](150/704): MSE-pixel: 0.2729
===> Epoch[5](180/704): MSE-pixel: 0.2719
===> Epoch[5](210/704): MSE-pixel: 0.2691
===> Epoch[5](240/704): MSE-pixel: 0.2769
===> Epoch[5](270/704): MSE-pixel: 0.2652
===> Epoch[5](300/704): MSE-pixel: 0.2680
===> Epoch[5](330/704): MSE-pixel: 0.2663
===> Epoch[5](360/704): MSE-pixel: 0.2871
===> Epoch[5](390/704): MSE-pixel: 0.2743
===> Epoch[5](420/704): MSE-pixel: 0.2910
===> Epoch[5](450/704): MSE-pixel: 0.2713
===> Epoch[5](480/704): MSE-pixel: 0.2777
===> Epoch[5](510/704): MSE-pixel: 0.2581
===> Epoch[5](540/704): MSE-pixel: 0.2626
===> Epoch[5](570/704): MSE-pixel: 0.2805
===> Epoch[5](600/704): MSE-pixel: 0.2576
===> Epoch[5](630/704): MSE-pixel: 0.2625
===> Epoch[5](660/704): MSE-pixel: 0.2675
===> Epoch[5](690/704): MSE-pixel: 0.2689
learning rate = 0.0100000
===> Epoch[6](0/704): MSE-pixel: 0.2648
===> Epoch[6](30/704): MSE-pixel: 0.2488
===> Epoch[6](60/704): MSE-pixel: 0.2483
===> Epoch[6](90/704): MSE-pixel: 0.2509
===> Epoch[6](120/704): MSE-pixel: 0.2515
===> Epoch[6](150/704): MSE-pixel: 0.2565
===> Epoch[6](180/704): MSE-pixel: 0.2583
===> Epoch[6](210/704): MSE-pixel: 0.2596
===> Epoch[6](240/704): MSE-pixel: 0.2620
===> Epoch[6](270/704): MSE-pixel: 0.2702
===> Epoch[6](300/704): MSE-pixel: 0.2830
===> Epoch[6](330/704): MSE-pixel: 0.2692
===> Epoch[6](360/704): MSE-pixel: 0.2706
===> Epoch[6](390/704): MSE-pixel: 0.2524
===> Epoch[6](420/704): MSE-pixel: 0.2647
===> Epoch[6](450/704): MSE-pixel: 0.2623
===> Epoch[6](480/704): MSE-pixel: 0.2512
===> Epoch[6](510/704): MSE-pixel: 0.2720
===> Epoch[6](540/704): MSE-pixel: 0.2619
===> Epoch[6](570/704): MSE-pixel: 0.2664
===> Epoch[6](600/704): MSE-pixel: 0.2538
===> Epoch[6](630/704): MSE-pixel: 0.2445
===> Epoch[6](660/704): MSE-pixel: 0.2642
===> Epoch[6](690/704): MSE-pixel: 0.2496
learning rate = 0.0100000
===> Epoch[7](0/704): MSE-pixel: 0.2709
===> Epoch[7](30/704): MSE-pixel: 0.2430
===> Epoch[7](60/704): MSE-pixel: 0.2394
===> Epoch[7](90/704): MSE-pixel: 0.2429
===> Epoch[7](120/704): MSE-pixel: 0.2531
===> Epoch[7](150/704): MSE-pixel: 0.2502
===> Epoch[7](180/704): MSE-pixel: 0.2493
===> Epoch[7](210/704): MSE-pixel: 0.2509
===> Epoch[7](240/704): MSE-pixel: 0.2450
===> Epoch[7](270/704): MSE-pixel: 0.2506
===> Epoch[7](300/704): MSE-pixel: 0.2582
===> Epoch[7](330/704): MSE-pixel: 0.2593
===> Epoch[7](360/704): MSE-pixel: 0.2563
===> Epoch[7](390/704): MSE-pixel: 0.2487
===> Epoch[7](420/704): MSE-pixel: 0.2527
===> Epoch[7](450/704): MSE-pixel: 0.2459
===> Epoch[7](480/704): MSE-pixel: 0.2566
===> Epoch[7](510/704): MSE-pixel: 0.2535
===> Epoch[7](540/704): MSE-pixel: 0.2456
===> Epoch[7](570/704): MSE-pixel: 0.2421
===> Epoch[7](600/704): MSE-pixel: 0.2436
===> Epoch[7](630/704): MSE-pixel: 0.2506
===> Epoch[7](660/704): MSE-pixel: 0.2477
===> Epoch[7](690/704): MSE-pixel: 0.2370
learning rate = 0.0100000
===> Epoch[8](0/704): MSE-pixel: 0.2529
===> Epoch[8](30/704): MSE-pixel: 0.2347
===> Epoch[8](60/704): MSE-pixel: 0.2415
===> Epoch[8](90/704): MSE-pixel: 0.2347
===> Epoch[8](120/704): MSE-pixel: 0.2459
===> Epoch[8](150/704): MSE-pixel: 0.2381
===> Epoch[8](180/704): MSE-pixel: 0.2272
===> Epoch[8](210/704): MSE-pixel: 0.2419
===> Epoch[8](240/704): MSE-pixel: 0.2428
===> Epoch[8](270/704): MSE-pixel: 0.2335
===> Epoch[8](300/704): MSE-pixel: 0.2495
===> Epoch[8](330/704): MSE-pixel: 0.2399
===> Epoch[8](360/704): MSE-pixel: 0.2438
===> Epoch[8](390/704): MSE-pixel: 0.2408
===> Epoch[8](420/704): MSE-pixel: 0.2369
===> Epoch[8](450/704): MSE-pixel: 0.2384
===> Epoch[8](480/704): MSE-pixel: 0.2352
===> Epoch[8](510/704): MSE-pixel: 0.2370
===> Epoch[8](540/704): MSE-pixel: 0.2421
===> Epoch[8](570/704): MSE-pixel: 0.2457
===> Epoch[8](600/704): MSE-pixel: 0.2354
===> Epoch[8](630/704): MSE-pixel: 0.2351
===> Epoch[8](660/704): MSE-pixel: 0.2478
===> Epoch[8](690/704): MSE-pixel: 0.2422
learning rate = 0.0100000
===> Epoch[9](0/704): MSE-pixel: 0.2397
===> Epoch[9](30/704): MSE-pixel: 0.2295
===> Epoch[9](60/704): MSE-pixel: 0.2323
===> Epoch[9](90/704): MSE-pixel: 0.2291
===> Epoch[9](120/704): MSE-pixel: 0.2409
===> Epoch[9](150/704): MSE-pixel: 0.2318
===> Epoch[9](180/704): MSE-pixel: 0.2278
===> Epoch[9](210/704): MSE-pixel: 0.2418
===> Epoch[9](240/704): MSE-pixel: 0.2323
===> Epoch[9](270/704): MSE-pixel: 0.2472
===> Epoch[9](300/704): MSE-pixel: 0.2277
===> Epoch[9](330/704): MSE-pixel: 0.2514
===> Epoch[9](360/704): MSE-pixel: 0.2240
===> Epoch[9](390/704): MSE-pixel: 0.2394
===> Epoch[9](420/704): MSE-pixel: 0.2268
===> Epoch[9](450/704): MSE-pixel: 0.2252
===> Epoch[9](480/704): MSE-pixel: 0.2316
===> Epoch[9](510/704): MSE-pixel: 0.2237
===> Epoch[9](540/704): MSE-pixel: 0.2317
===> Epoch[9](570/704): MSE-pixel: 0.2354
===> Epoch[9](600/704): MSE-pixel: 0.2279
===> Epoch[9](630/704): MSE-pixel: 0.2415
===> Epoch[9](660/704): MSE-pixel: 0.2465
===> Epoch[9](690/704): MSE-pixel: 0.2312
learning rate = 0.0100000
===> Epoch[10](0/704): MSE-pixel: 0.2413
===> Epoch[10](30/704): MSE-pixel: 0.2315
===> Epoch[10](60/704): MSE-pixel: 0.2205
===> Epoch[10](90/704): MSE-pixel: 0.2202
===> Epoch[10](120/704): MSE-pixel: 0.2294
===> Epoch[10](150/704): MSE-pixel: 0.2355
===> Epoch[10](180/704): MSE-pixel: 0.2346
===> Epoch[10](210/704): MSE-pixel: 0.2224
===> Epoch[10](240/704): MSE-pixel: 0.2303
===> Epoch[10](270/704): MSE-pixel: 0.2254
===> Epoch[10](300/704): MSE-pixel: 0.2482
===> Epoch[10](330/704): MSE-pixel: 0.2246
===> Epoch[10](360/704): MSE-pixel: 0.2172
===> Epoch[10](390/704): MSE-pixel: 0.2342
===> Epoch[10](420/704): MSE-pixel: 0.2230
===> Epoch[10](450/704): MSE-pixel: 0.2341
===> Epoch[10](480/704): MSE-pixel: 0.2279
===> Epoch[10](510/704): MSE-pixel: 0.2506
===> Epoch[10](540/704): MSE-pixel: 0.2343
===> Epoch[10](570/704): MSE-pixel: 0.2478
===> Epoch[10](600/704): MSE-pixel: 0.2174
===> Epoch[10](630/704): MSE-pixel: 0.2254
===> Epoch[10](660/704): MSE-pixel: 0.2322
===> Epoch[10](690/704): MSE-pixel: 0.2187
learning rate = 0.0100000
===> Epoch[11](0/704): MSE-pixel: 0.2329
===> Epoch[11](30/704): MSE-pixel: 0.2205
===> Epoch[11](60/704): MSE-pixel: 0.2263
===> Epoch[11](90/704): MSE-pixel: 0.2278
===> Epoch[11](120/704): MSE-pixel: 0.2148
===> Epoch[11](150/704): MSE-pixel: 0.2154
===> Epoch[11](180/704): MSE-pixel: 0.2238
===> Epoch[11](210/704): MSE-pixel: 0.2337
===> Epoch[11](240/704): MSE-pixel: 0.2332
===> Epoch[11](270/704): MSE-pixel: 0.2220
===> Epoch[11](300/704): MSE-pixel: 0.2220
===> Epoch[11](330/704): MSE-pixel: 0.2252
===> Epoch[11](360/704): MSE-pixel: 0.2222
===> Epoch[11](390/704): MSE-pixel: 0.2327
===> Epoch[11](420/704): MSE-pixel: 0.2374
===> Epoch[11](450/704): MSE-pixel: 0.2216
===> Epoch[11](480/704): MSE-pixel: 0.2089
===> Epoch[11](510/704): MSE-pixel: 0.2337
===> Epoch[11](540/704): MSE-pixel: 0.2274
===> Epoch[11](570/704): MSE-pixel: 0.2263
===> Epoch[11](600/704): MSE-pixel: 0.2202
===> Epoch[11](630/704): MSE-pixel: 0.2350
===> Epoch[11](660/704): MSE-pixel: 0.2299
===> Epoch[11](690/704): MSE-pixel: 0.2273
learning rate = 0.0100000
Saving
===> Epoch[12](0/704): MSE-pixel: 0.2229
===> Epoch[12](30/704): MSE-pixel: 0.2181
===> Epoch[12](60/704): MSE-pixel: 0.2241
===> Epoch[12](90/704): MSE-pixel: 0.2140
===> Epoch[12](120/704): MSE-pixel: 0.2242
===> Epoch[12](150/704): MSE-pixel: 0.2227
===> Epoch[12](180/704): MSE-pixel: 0.2266
===> Epoch[12](210/704): MSE-pixel: 0.2248
===> Epoch[12](240/704): MSE-pixel: 0.2290
===> Epoch[12](270/704): MSE-pixel: 0.2116
===> Epoch[12](300/704): MSE-pixel: 0.2213
===> Epoch[12](330/704): MSE-pixel: 0.2204
===> Epoch[12](360/704): MSE-pixel: 0.2266
===> Epoch[12](390/704): MSE-pixel: 0.2141
===> Epoch[12](420/704): MSE-pixel: 0.2188
===> Epoch[12](450/704): MSE-pixel: 0.2204
===> Epoch[12](480/704): MSE-pixel: 0.2214
===> Epoch[12](510/704): MSE-pixel: 0.2200
===> Epoch[12](540/704): MSE-pixel: 0.2165
===> Epoch[12](570/704): MSE-pixel: 0.2187
===> Epoch[12](600/704): MSE-pixel: 0.2229
===> Epoch[12](630/704): MSE-pixel: 0.2240
===> Epoch[12](660/704): MSE-pixel: 0.2212
===> Epoch[12](690/704): MSE-pixel: 0.2261
learning rate = 0.0100000
===> Epoch[13](0/704): MSE-pixel: 0.2338
===> Epoch[13](30/704): MSE-pixel: 0.2075
===> Epoch[13](60/704): MSE-pixel: 0.2140
===> Epoch[13](90/704): MSE-pixel: 0.2133
===> Epoch[13](120/704): MSE-pixel: 0.2124
===> Epoch[13](150/704): MSE-pixel: 0.2190
===> Epoch[13](180/704): MSE-pixel: 0.2203
===> Epoch[13](210/704): MSE-pixel: 0.2226
===> Epoch[13](240/704): MSE-pixel: 0.2267
===> Epoch[13](270/704): MSE-pixel: 0.2121
===> Epoch[13](300/704): MSE-pixel: 0.2165
===> Epoch[13](330/704): MSE-pixel: 0.2113
===> Epoch[13](360/704): MSE-pixel: 0.2203
===> Epoch[13](390/704): MSE-pixel: 0.2233
===> Epoch[13](420/704): MSE-pixel: 0.2223
===> Epoch[13](450/704): MSE-pixel: 0.2260
===> Epoch[13](480/704): MSE-pixel: 0.2247
===> Epoch[13](510/704): MSE-pixel: 0.2044
===> Epoch[13](540/704): MSE-pixel: 0.2256
===> Epoch[13](570/704): MSE-pixel: 0.2140
===> Epoch[13](600/704): MSE-pixel: 0.2193
===> Epoch[13](630/704): MSE-pixel: 0.2229
===> Epoch[13](660/704): MSE-pixel: 0.2198
===> Epoch[13](690/704): MSE-pixel: 0.2149
learning rate = 0.0100000
===> Epoch[14](0/704): MSE-pixel: 0.2259
===> Epoch[14](30/704): MSE-pixel: 0.2058
===> Epoch[14](60/704): MSE-pixel: 0.2218
===> Epoch[14](90/704): MSE-pixel: 0.2160
===> Epoch[14](120/704): MSE-pixel: 0.2099
===> Epoch[14](150/704): MSE-pixel: 0.2052
===> Epoch[14](180/704): MSE-pixel: 0.2178
===> Epoch[14](210/704): MSE-pixel: 0.2171
===> Epoch[14](240/704): MSE-pixel: 0.2068
===> Epoch[14](270/704): MSE-pixel: 0.2133
===> Epoch[14](300/704): MSE-pixel: 0.2147
===> Epoch[14](330/704): MSE-pixel: 0.2175
===> Epoch[14](360/704): MSE-pixel: 0.2151
===> Epoch[14](390/704): MSE-pixel: 0.2078
===> Epoch[14](420/704): MSE-pixel: 0.2195
===> Epoch[14](450/704): MSE-pixel: 0.2157
===> Epoch[14](480/704): MSE-pixel: 0.2081
===> Epoch[14](510/704): MSE-pixel: 0.2061
===> Epoch[14](540/704): MSE-pixel: 0.2192
===> Epoch[14](570/704): MSE-pixel: 0.2186
===> Epoch[14](600/704): MSE-pixel: 0.2176
===> Epoch[14](630/704): MSE-pixel: 0.2248
===> Epoch[14](660/704): MSE-pixel: 0.2096
===> Epoch[14](690/704): MSE-pixel: 0.2290
learning rate = 0.0100000
===> Epoch[15](0/704): MSE-pixel: 0.2304
===> Epoch[15](30/704): MSE-pixel: 0.2095
===> Epoch[15](60/704): MSE-pixel: 0.1975
===> Epoch[15](90/704): MSE-pixel: 0.2096
===> Epoch[15](120/704): MSE-pixel: 0.2148
===> Epoch[15](150/704): MSE-pixel: 0.2145
===> Epoch[15](180/704): MSE-pixel: 0.2039
===> Epoch[15](210/704): MSE-pixel: 0.2097
===> Epoch[15](240/704): MSE-pixel: 0.1987
===> Epoch[15](270/704): MSE-pixel: 0.2151
===> Epoch[15](300/704): MSE-pixel: 0.2116
===> Epoch[15](330/704): MSE-pixel: 0.2094
===> Epoch[15](360/704): MSE-pixel: 0.2106
===> Epoch[15](390/704): MSE-pixel: 0.2022
===> Epoch[15](420/704): MSE-pixel: 0.2107
===> Epoch[15](450/704): MSE-pixel: 0.2202
===> Epoch[15](480/704): MSE-pixel: 0.2042
===> Epoch[15](510/704): MSE-pixel: 0.2156
===> Epoch[15](540/704): MSE-pixel: 0.2098
===> Epoch[15](570/704): MSE-pixel: 0.2038
===> Epoch[15](600/704): MSE-pixel: 0.2201
===> Epoch[15](630/704): MSE-pixel: 0.2118
===> Epoch[15](660/704): MSE-pixel: 0.2142
===> Epoch[15](690/704): MSE-pixel: 0.2080
learning rate = 0.0100000
===> Epoch[16](0/704): MSE-pixel: 0.2063
===> Epoch[16](30/704): MSE-pixel: 0.1970
===> Epoch[16](60/704): MSE-pixel: 0.2010
===> Epoch[16](90/704): MSE-pixel: 0.2053
===> Epoch[16](120/704): MSE-pixel: 0.1999
===> Epoch[16](150/704): MSE-pixel: 0.2014
===> Epoch[16](180/704): MSE-pixel: 0.2078
===> Epoch[16](210/704): MSE-pixel: 0.2114
===> Epoch[16](240/704): MSE-pixel: 0.2105
===> Epoch[16](270/704): MSE-pixel: 0.2050
===> Epoch[16](300/704): MSE-pixel: 0.2135
===> Epoch[16](330/704): MSE-pixel: 0.1996
===> Epoch[16](360/704): MSE-pixel: 0.2134
===> Epoch[16](390/704): MSE-pixel: 0.2141
===> Epoch[16](420/704): MSE-pixel: 0.1991
===> Epoch[16](450/704): MSE-pixel: 0.2172
===> Epoch[16](480/704): MSE-pixel: 0.2076
===> Epoch[16](510/704): MSE-pixel: 0.2055
===> Epoch[16](540/704): MSE-pixel: 0.2128
===> Epoch[16](570/704): MSE-pixel: 0.2109
===> Epoch[16](600/704): MSE-pixel: 0.1992
===> Epoch[16](630/704): MSE-pixel: 0.2073
===> Epoch[16](660/704): MSE-pixel: 0.2135
===> Epoch[16](690/704): MSE-pixel: 0.2021
learning rate = 0.0100000
===> Epoch[17](0/704): MSE-pixel: 0.2163
===> Epoch[17](30/704): MSE-pixel: 0.1974
===> Epoch[17](60/704): MSE-pixel: 0.2147
===> Epoch[17](90/704): MSE-pixel: 0.1977
===> Epoch[17](120/704): MSE-pixel: 0.2073
===> Epoch[17](150/704): MSE-pixel: 0.1975
===> Epoch[17](180/704): MSE-pixel: 0.1900
===> Epoch[17](210/704): MSE-pixel: 0.2083
===> Epoch[17](240/704): MSE-pixel: 0.2069
===> Epoch[17](270/704): MSE-pixel: 0.2175
===> Epoch[17](300/704): MSE-pixel: 0.1962
===> Epoch[17](330/704): MSE-pixel: 0.2144
===> Epoch[17](360/704): MSE-pixel: 0.2024
===> Epoch[17](390/704): MSE-pixel: 0.2010
===> Epoch[17](420/704): MSE-pixel: 0.2032
