{'target': {'mean': array([-0.5029429], dtype=float32), 'std': array([0.6241994], dtype=float32), 'min': array([-5.971551], dtype=float32), 'max': array([4.968335], dtype=float32)}, 'input': {'mean': array([-0.39840025], dtype=float32), 'std': array([0.2741448], dtype=float32), 'min': array([-0.5], dtype=float32), 'max': array([0.5], dtype=float32)}}
Dataset: 60000, 45000
initialize network with normal
===> Epoch[78](60/704): MSE-pixel: 0.1486
===> Epoch[78](90/704): MSE-pixel: 0.1469
===> Epoch[78](120/704): MSE-pixel: 0.1504
===> Epoch[78](150/704): MSE-pixel: 0.1407
===> Epoch[78](180/704): MSE-pixel: 0.1453
===> Epoch[78](210/704): MSE-pixel: 0.1456
===> Epoch[78](240/704): MSE-pixel: 0.1461
===> Epoch[78](270/704): MSE-pixel: 0.1489
===> Epoch[78](300/704): MSE-pixel: 0.1527
===> Epoch[78](330/704): MSE-pixel: 0.1493
===> Epoch[78](360/704): MSE-pixel: 0.1442
===> Epoch[78](390/704): MSE-pixel: 0.1448
===> Epoch[78](420/704): MSE-pixel: 0.1485
===> Epoch[78](450/704): MSE-pixel: 0.1432
===> Epoch[78](480/704): MSE-pixel: 0.1454
===> Epoch[78](510/704): MSE-pixel: 0.1450
===> Epoch[78](540/704): MSE-pixel: 0.1467
===> Epoch[78](570/704): MSE-pixel: 0.1443
===> Epoch[78](600/704): MSE-pixel: 0.1446
===> Epoch[78](630/704): MSE-pixel: 0.1437
===> Epoch[78](660/704): MSE-pixel: 0.1481
===> Epoch[78](690/704): MSE-pixel: 0.1449
learning rate = 0.0010000
===> Epoch[79](0/704): MSE-pixel: 0.1438
===> Epoch[79](30/704): MSE-pixel: 0.1399
===> Epoch[79](60/704): MSE-pixel: 0.1487
===> Epoch[79](90/704): MSE-pixel: 0.1529
===> Epoch[79](120/704): MSE-pixel: 0.1480
===> Epoch[79](150/704): MSE-pixel: 0.1427
===> Epoch[79](180/704): MSE-pixel: 0.1435
===> Epoch[79](210/704): MSE-pixel: 0.1427
===> Epoch[79](240/704): MSE-pixel: 0.1503
===> Epoch[79](270/704): MSE-pixel: 0.1448
===> Epoch[79](300/704): MSE-pixel: 0.1463
===> Epoch[79](330/704): MSE-pixel: 0.1466
===> Epoch[79](360/704): MSE-pixel: 0.1513
===> Epoch[79](390/704): MSE-pixel: 0.1454
===> Epoch[79](420/704): MSE-pixel: 0.1478
===> Epoch[79](450/704): MSE-pixel: 0.1503
===> Epoch[79](480/704): MSE-pixel: 0.1483
===> Epoch[79](510/704): MSE-pixel: 0.1435
===> Epoch[79](540/704): MSE-pixel: 0.1428
===> Epoch[79](570/704): MSE-pixel: 0.1496
===> Epoch[79](600/704): MSE-pixel: 0.1483
===> Epoch[79](630/704): MSE-pixel: 0.1489
===> Epoch[79](660/704): MSE-pixel: 0.1514
===> Epoch[79](690/704): MSE-pixel: 0.1488
learning rate = 0.0010000
===> Epoch[80](0/704): MSE-pixel: 0.1452
===> Epoch[80](30/704): MSE-pixel: 0.1462
===> Epoch[80](60/704): MSE-pixel: 0.1448
===> Epoch[80](90/704): MSE-pixel: 0.1503
===> Epoch[80](120/704): MSE-pixel: 0.1415
===> Epoch[80](150/704): MSE-pixel: 0.1383
===> Epoch[80](180/704): MSE-pixel: 0.1440
===> Epoch[80](210/704): MSE-pixel: 0.1461
===> Epoch[80](240/704): MSE-pixel: 0.1446
===> Epoch[80](270/704): MSE-pixel: 0.1409
===> Epoch[80](300/704): MSE-pixel: 0.1491
===> Epoch[80](330/704): MSE-pixel: 0.1433
===> Epoch[80](360/704): MSE-pixel: 0.1402
===> Epoch[80](390/704): MSE-pixel: 0.1498
===> Epoch[80](420/704): MSE-pixel: 0.1491
===> Epoch[80](450/704): MSE-pixel: 0.1469
===> Epoch[80](480/704): MSE-pixel: 0.1473
===> Epoch[80](510/704): MSE-pixel: 0.1399
===> Epoch[80](540/704): MSE-pixel: 0.1495
===> Epoch[80](570/704): MSE-pixel: 0.1464
===> Epoch[80](600/704): MSE-pixel: 0.1479
===> Epoch[80](630/704): MSE-pixel: 0.1476
===> Epoch[80](660/704): MSE-pixel: 0.1438
===> Epoch[80](690/704): MSE-pixel: 0.1535
learning rate = 0.0010000
===> Epoch[81](0/704): MSE-pixel: 0.1466
===> Epoch[81](30/704): MSE-pixel: 0.1524
===> Epoch[81](60/704): MSE-pixel: 0.1485
===> Epoch[81](90/704): MSE-pixel: 0.1501
===> Epoch[81](120/704): MSE-pixel: 0.1460
===> Epoch[81](150/704): MSE-pixel: 0.1481
===> Epoch[81](180/704): MSE-pixel: 0.1475
===> Epoch[81](210/704): MSE-pixel: 0.1445
===> Epoch[81](240/704): MSE-pixel: 0.1429
===> Epoch[81](270/704): MSE-pixel: 0.1491
===> Epoch[81](300/704): MSE-pixel: 0.1444
===> Epoch[81](330/704): MSE-pixel: 0.1473
===> Epoch[81](360/704): MSE-pixel: 0.1411
===> Epoch[81](390/704): MSE-pixel: 0.1487
===> Epoch[81](420/704): MSE-pixel: 0.1461
===> Epoch[81](450/704): MSE-pixel: 0.1507
===> Epoch[81](480/704): MSE-pixel: 0.1464
===> Epoch[81](510/704): MSE-pixel: 0.1415
===> Epoch[81](540/704): MSE-pixel: 0.1485
===> Epoch[81](570/704): MSE-pixel: 0.1458
===> Epoch[81](600/704): MSE-pixel: 0.1471
===> Epoch[81](630/704): MSE-pixel: 0.1448
===> Epoch[81](660/704): MSE-pixel: 0.1529
===> Epoch[81](690/704): MSE-pixel: 0.1521
learning rate = 0.0010000
Saving
===> Epoch[82](0/704): MSE-pixel: 0.1437
===> Epoch[82](30/704): MSE-pixel: 0.1389
===> Epoch[82](60/704): MSE-pixel: 0.1457
===> Epoch[82](90/704): MSE-pixel: 0.1472
===> Epoch[82](120/704): MSE-pixel: 0.1527
===> Epoch[82](150/704): MSE-pixel: 0.1418
===> Epoch[82](180/704): MSE-pixel: 0.1438
===> Epoch[82](210/704): MSE-pixel: 0.1499
===> Epoch[82](240/704): MSE-pixel: 0.1413
===> Epoch[82](270/704): MSE-pixel: 0.1443
===> Epoch[82](300/704): MSE-pixel: 0.1503
===> Epoch[82](330/704): MSE-pixel: 0.1489
===> Epoch[82](360/704): MSE-pixel: 0.1471
===> Epoch[82](390/704): MSE-pixel: 0.1470
===> Epoch[82](420/704): MSE-pixel: 0.1522
===> Epoch[82](450/704): MSE-pixel: 0.1381
===> Epoch[82](480/704): MSE-pixel: 0.1480
===> Epoch[82](510/704): MSE-pixel: 0.1495
===> Epoch[82](540/704): MSE-pixel: 0.1498
===> Epoch[82](570/704): MSE-pixel: 0.1475
===> Epoch[82](600/704): MSE-pixel: 0.1442
===> Epoch[82](630/704): MSE-pixel: 0.1555
===> Epoch[82](660/704): MSE-pixel: 0.1551
===> Epoch[82](690/704): MSE-pixel: 0.1390
learning rate = 0.0010000
===> Epoch[83](0/704): MSE-pixel: 0.1403
===> Epoch[83](30/704): MSE-pixel: 0.1384
===> Epoch[83](60/704): MSE-pixel: 0.1411
===> Epoch[83](90/704): MSE-pixel: 0.1424
===> Epoch[83](120/704): MSE-pixel: 0.1471
===> Epoch[83](150/704): MSE-pixel: 0.1465
===> Epoch[83](180/704): MSE-pixel: 0.1495
===> Epoch[83](210/704): MSE-pixel: 0.1448
===> Epoch[83](240/704): MSE-pixel: 0.1505
===> Epoch[83](270/704): MSE-pixel: 0.1486
===> Epoch[83](300/704): MSE-pixel: 0.1423
===> Epoch[83](330/704): MSE-pixel: 0.1486
===> Epoch[83](360/704): MSE-pixel: 0.1451
===> Epoch[83](390/704): MSE-pixel: 0.1488
===> Epoch[83](420/704): MSE-pixel: 0.1506
===> Epoch[83](450/704): MSE-pixel: 0.1487
===> Epoch[83](480/704): MSE-pixel: 0.1430
===> Epoch[83](510/704): MSE-pixel: 0.1474
===> Epoch[83](540/704): MSE-pixel: 0.1493
===> Epoch[83](570/704): MSE-pixel: 0.1497
===> Epoch[83](600/704): MSE-pixel: 0.1400
===> Epoch[83](630/704): MSE-pixel: 0.1492
===> Epoch[83](660/704): MSE-pixel: 0.1425
===> Epoch[83](690/704): MSE-pixel: 0.1420
learning rate = 0.0010000
===> Epoch[84](0/704): MSE-pixel: 0.1517
===> Epoch[84](30/704): MSE-pixel: 0.1490
===> Epoch[84](60/704): MSE-pixel: 0.1427
===> Epoch[84](90/704): MSE-pixel: 0.1486
===> Epoch[84](120/704): MSE-pixel: 0.1497
===> Epoch[84](150/704): MSE-pixel: 0.1528
===> Epoch[84](180/704): MSE-pixel: 0.1461
===> Epoch[84](210/704): MSE-pixel: 0.1412
===> Epoch[84](240/704): MSE-pixel: 0.1520
===> Epoch[84](270/704): MSE-pixel: 0.1507
===> Epoch[84](300/704): MSE-pixel: 0.1524
===> Epoch[84](330/704): MSE-pixel: 0.1444
===> Epoch[84](360/704): MSE-pixel: 0.1460
===> Epoch[84](390/704): MSE-pixel: 0.1477
===> Epoch[84](420/704): MSE-pixel: 0.1469
===> Epoch[84](450/704): MSE-pixel: 0.1437
===> Epoch[84](480/704): MSE-pixel: 0.1470
===> Epoch[84](510/704): MSE-pixel: 0.1450
===> Epoch[84](540/704): MSE-pixel: 0.1469
===> Epoch[84](570/704): MSE-pixel: 0.1410
===> Epoch[84](600/704): MSE-pixel: 0.1482
===> Epoch[84](630/704): MSE-pixel: 0.1486
===> Epoch[84](660/704): MSE-pixel: 0.1426
===> Epoch[84](690/704): MSE-pixel: 0.1426
learning rate = 0.0010000
===> Epoch[85](0/704): MSE-pixel: 0.1451
===> Epoch[85](30/704): MSE-pixel: 0.1382
===> Epoch[85](60/704): MSE-pixel: 0.1487
===> Epoch[85](90/704): MSE-pixel: 0.1440
===> Epoch[85](120/704): MSE-pixel: 0.1500
===> Epoch[85](150/704): MSE-pixel: 0.1514
===> Epoch[85](180/704): MSE-pixel: 0.1407
===> Epoch[85](210/704): MSE-pixel: 0.1494
===> Epoch[85](240/704): MSE-pixel: 0.1441
===> Epoch[85](270/704): MSE-pixel: 0.1435
===> Epoch[85](300/704): MSE-pixel: 0.1468
===> Epoch[85](330/704): MSE-pixel: 0.1427
===> Epoch[85](360/704): MSE-pixel: 0.1461
===> Epoch[85](390/704): MSE-pixel: 0.1484
===> Epoch[85](420/704): MSE-pixel: 0.1564
===> Epoch[85](450/704): MSE-pixel: 0.1453
===> Epoch[85](480/704): MSE-pixel: 0.1458
===> Epoch[85](510/704): MSE-pixel: 0.1418
===> Epoch[85](540/704): MSE-pixel: 0.1475
===> Epoch[85](570/704): MSE-pixel: 0.1483
===> Epoch[85](600/704): MSE-pixel: 0.1501
===> Epoch[85](630/704): MSE-pixel: 0.1460
===> Epoch[85](660/704): MSE-pixel: 0.1477
===> Epoch[85](690/704): MSE-pixel: 0.1451
learning rate = 0.0010000
===> Epoch[86](0/704): MSE-pixel: 0.1487
===> Epoch[86](30/704): MSE-pixel: 0.1399
===> Epoch[86](60/704): MSE-pixel: 0.1479
===> Epoch[86](90/704): MSE-pixel: 0.1417
===> Epoch[86](120/704): MSE-pixel: 0.1439
===> Epoch[86](150/704): MSE-pixel: 0.1489
===> Epoch[86](180/704): MSE-pixel: 0.1443
===> Epoch[86](210/704): MSE-pixel: 0.1487
===> Epoch[86](240/704): MSE-pixel: 0.1505
===> Epoch[86](270/704): MSE-pixel: 0.1423
===> Epoch[86](300/704): MSE-pixel: 0.1479
===> Epoch[86](330/704): MSE-pixel: 0.1455
===> Epoch[86](360/704): MSE-pixel: 0.1471
===> Epoch[86](390/704): MSE-pixel: 0.1449
===> Epoch[86](420/704): MSE-pixel: 0.1488
===> Epoch[86](450/704): MSE-pixel: 0.1458
===> Epoch[86](480/704): MSE-pixel: 0.1463
===> Epoch[86](510/704): MSE-pixel: 0.1479
===> Epoch[86](540/704): MSE-pixel: 0.1442
===> Epoch[86](570/704): MSE-pixel: 0.1440
===> Epoch[86](600/704): MSE-pixel: 0.1492
===> Epoch[86](630/704): MSE-pixel: 0.1479
===> Epoch[86](660/704): MSE-pixel: 0.1502
===> Epoch[86](690/704): MSE-pixel: 0.1519
learning rate = 0.0010000
===> Epoch[87](0/704): MSE-pixel: 0.1438
===> Epoch[87](30/704): MSE-pixel: 0.1437
===> Epoch[87](60/704): MSE-pixel: 0.1444
===> Epoch[87](90/704): MSE-pixel: 0.1455
===> Epoch[87](120/704): MSE-pixel: 0.1429
===> Epoch[87](150/704): MSE-pixel: 0.1387
===> Epoch[87](180/704): MSE-pixel: 0.1400
===> Epoch[87](210/704): MSE-pixel: 0.1441
===> Epoch[87](240/704): MSE-pixel: 0.1529
===> Epoch[87](270/704): MSE-pixel: 0.1422
===> Epoch[87](300/704): MSE-pixel: 0.1466
===> Epoch[87](330/704): MSE-pixel: 0.1417
===> Epoch[87](360/704): MSE-pixel: 0.1481
===> Epoch[87](390/704): MSE-pixel: 0.1499
===> Epoch[87](420/704): MSE-pixel: 0.1425
===> Epoch[87](450/704): MSE-pixel: 0.1499
===> Epoch[87](480/704): MSE-pixel: 0.1418
===> Epoch[87](510/704): MSE-pixel: 0.1462
===> Epoch[87](540/704): MSE-pixel: 0.1451
===> Epoch[87](570/704): MSE-pixel: 0.1446
===> Epoch[87](600/704): MSE-pixel: 0.1509
===> Epoch[87](630/704): MSE-pixel: 0.1497
===> Epoch[87](660/704): MSE-pixel: 0.1454
===> Epoch[87](690/704): MSE-pixel: 0.1447
learning rate = 0.0010000
===> Epoch[88](0/704): MSE-pixel: 0.1423
===> Epoch[88](30/704): MSE-pixel: 0.1482
===> Epoch[88](60/704): MSE-pixel: 0.1458
===> Epoch[88](90/704): MSE-pixel: 0.1473
===> Epoch[88](120/704): MSE-pixel: 0.1452
===> Epoch[88](150/704): MSE-pixel: 0.1458
===> Epoch[88](180/704): MSE-pixel: 0.1469
===> Epoch[88](210/704): MSE-pixel: 0.1499
===> Epoch[88](240/704): MSE-pixel: 0.1402
===> Epoch[88](270/704): MSE-pixel: 0.1449
===> Epoch[88](300/704): MSE-pixel: 0.1447
===> Epoch[88](330/704): MSE-pixel: 0.1419
===> Epoch[88](360/704): MSE-pixel: 0.1397
===> Epoch[88](390/704): MSE-pixel: 0.1433
===> Epoch[88](420/704): MSE-pixel: 0.1438
===> Epoch[88](450/704): MSE-pixel: 0.1488
===> Epoch[88](480/704): MSE-pixel: 0.1439
===> Epoch[88](510/704): MSE-pixel: 0.1460
===> Epoch[88](540/704): MSE-pixel: 0.1444
===> Epoch[88](570/704): MSE-pixel: 0.1447
===> Epoch[88](600/704): MSE-pixel: 0.1473
===> Epoch[88](630/704): MSE-pixel: 0.1447
===> Epoch[88](660/704): MSE-pixel: 0.1503
===> Epoch[88](690/704): MSE-pixel: 0.1442
learning rate = 0.0010000
===> Epoch[89](0/704): MSE-pixel: 0.1400
===> Epoch[89](30/704): MSE-pixel: 0.1437
===> Epoch[89](60/704): MSE-pixel: 0.1456
===> Epoch[89](90/704): MSE-pixel: 0.1443
===> Epoch[89](120/704): MSE-pixel: 0.1457
===> Epoch[89](150/704): MSE-pixel: 0.1487
===> Epoch[89](180/704): MSE-pixel: 0.1523
===> Epoch[89](210/704): MSE-pixel: 0.1470
===> Epoch[89](240/704): MSE-pixel: 0.1484
===> Epoch[89](270/704): MSE-pixel: 0.1486
===> Epoch[89](300/704): MSE-pixel: 0.1483
===> Epoch[89](330/704): MSE-pixel: 0.1521
===> Epoch[89](360/704): MSE-pixel: 0.1493
===> Epoch[89](390/704): MSE-pixel: 0.1490
===> Epoch[89](420/704): MSE-pixel: 0.1407
===> Epoch[89](450/704): MSE-pixel: 0.1491
===> Epoch[89](480/704): MSE-pixel: 0.1489
===> Epoch[89](510/704): MSE-pixel: 0.1492
===> Epoch[89](540/704): MSE-pixel: 0.1375
===> Epoch[89](570/704): MSE-pixel: 0.1474
===> Epoch[89](600/704): MSE-pixel: 0.1452
===> Epoch[89](630/704): MSE-pixel: 0.1352
===> Epoch[89](660/704): MSE-pixel: 0.1450
===> Epoch[89](690/704): MSE-pixel: 0.1488
learning rate = 0.0010000
===> Epoch[90](0/704): MSE-pixel: 0.1522
===> Epoch[90](30/704): MSE-pixel: 0.1453
===> Epoch[90](60/704): MSE-pixel: 0.1438
===> Epoch[90](90/704): MSE-pixel: 0.1433
===> Epoch[90](120/704): MSE-pixel: 0.1383
===> Epoch[90](150/704): MSE-pixel: 0.1440
===> Epoch[90](180/704): MSE-pixel: 0.1387
===> Epoch[90](210/704): MSE-pixel: 0.1450
===> Epoch[90](240/704): MSE-pixel: 0.1440
===> Epoch[90](270/704): MSE-pixel: 0.1405
===> Epoch[90](300/704): MSE-pixel: 0.1447
===> Epoch[90](330/704): MSE-pixel: 0.1415
===> Epoch[90](360/704): MSE-pixel: 0.1485
===> Epoch[90](390/704): MSE-pixel: 0.1487
===> Epoch[90](420/704): MSE-pixel: 0.1491
===> Epoch[90](450/704): MSE-pixel: 0.1426
===> Epoch[90](480/704): MSE-pixel: 0.1457
===> Epoch[90](510/704): MSE-pixel: 0.1406
===> Epoch[90](540/704): MSE-pixel: 0.1451
===> Epoch[90](570/704): MSE-pixel: 0.1417
===> Epoch[90](600/704): MSE-pixel: 0.1428
===> Epoch[90](630/704): MSE-pixel: 0.1444
===> Epoch[90](660/704): MSE-pixel: 0.1459
===> Epoch[90](690/704): MSE-pixel: 0.1526
learning rate = 0.0010000
===> Epoch[91](0/704): MSE-pixel: 0.1416
===> Epoch[91](30/704): MSE-pixel: 0.1461
===> Epoch[91](60/704): MSE-pixel: 0.1408
===> Epoch[91](90/704): MSE-pixel: 0.1483
===> Epoch[91](120/704): MSE-pixel: 0.1441
===> Epoch[91](150/704): MSE-pixel: 0.1488
===> Epoch[91](180/704): MSE-pixel: 0.1449
===> Epoch[91](210/704): MSE-pixel: 0.1391
===> Epoch[91](240/704): MSE-pixel: 0.1428
===> Epoch[91](270/704): MSE-pixel: 0.1405
===> Epoch[91](300/704): MSE-pixel: 0.1502
===> Epoch[91](330/704): MSE-pixel: 0.1458
===> Epoch[91](360/704): MSE-pixel: 0.1430
===> Epoch[91](390/704): MSE-pixel: 0.1470
===> Epoch[91](420/704): MSE-pixel: 0.1420
===> Epoch[91](450/704): MSE-pixel: 0.1452
===> Epoch[91](480/704): MSE-pixel: 0.1467
===> Epoch[91](510/704): MSE-pixel: 0.1528
===> Epoch[91](540/704): MSE-pixel: 0.1471
===> Epoch[91](570/704): MSE-pixel: 0.1446
===> Epoch[91](600/704): MSE-pixel: 0.1446
===> Epoch[91](630/704): MSE-pixel: 0.1427
===> Epoch[91](660/704): MSE-pixel: 0.1491
===> Epoch[91](690/704): MSE-pixel: 0.1434
learning rate = 0.0010000
Saving
===> Epoch[92](0/704): MSE-pixel: 0.1432
===> Epoch[92](30/704): MSE-pixel: 0.1512
===> Epoch[92](60/704): MSE-pixel: 0.1406
===> Epoch[92](90/704): MSE-pixel: 0.1462
===> Epoch[92](120/704): MSE-pixel: 0.1435
===> Epoch[92](150/704): MSE-pixel: 0.1477
===> Epoch[92](180/704): MSE-pixel: 0.1509
===> Epoch[92](210/704): MSE-pixel: 0.1432
===> Epoch[92](240/704): MSE-pixel: 0.1453
===> Epoch[92](270/704): MSE-pixel: 0.1464
===> Epoch[92](300/704): MSE-pixel: 0.1399
===> Epoch[92](330/704): MSE-pixel: 0.1430
===> Epoch[92](360/704): MSE-pixel: 0.1409
===> Epoch[92](390/704): MSE-pixel: 0.1448
===> Epoch[92](420/704): MSE-pixel: 0.1522
===> Epoch[92](450/704): MSE-pixel: 0.1458
===> Epoch[92](480/704): MSE-pixel: 0.1478
===> Epoch[92](510/704): MSE-pixel: 0.1458
===> Epoch[92](540/704): MSE-pixel: 0.1453
===> Epoch[92](570/704): MSE-pixel: 0.1494
===> Epoch[92](600/704): MSE-pixel: 0.1435
===> Epoch[92](630/704): MSE-pixel: 0.1489
===> Epoch[92](660/704): MSE-pixel: 0.1407
===> Epoch[92](690/704): MSE-pixel: 0.1386
learning rate = 0.0010000
===> Epoch[93](0/704): MSE-pixel: 0.1427
===> Epoch[93](30/704): MSE-pixel: 0.1419
===> Epoch[93](60/704): MSE-pixel: 0.1390
===> Epoch[93](90/704): MSE-pixel: 0.1440
===> Epoch[93](120/704): MSE-pixel: 0.1461
===> Epoch[93](150/704): MSE-pixel: 0.1498
===> Epoch[93](180/704): MSE-pixel: 0.1455
===> Epoch[93](210/704): MSE-pixel: 0.1591
===> Epoch[93](240/704): MSE-pixel: 0.1444
===> Epoch[93](270/704): MSE-pixel: 0.1426
===> Epoch[93](300/704): MSE-pixel: 0.1465
===> Epoch[93](330/704): MSE-pixel: 0.1483
===> Epoch[93](360/704): MSE-pixel: 0.1397
===> Epoch[93](390/704): MSE-pixel: 0.1425
===> Epoch[93](420/704): MSE-pixel: 0.1467
===> Epoch[93](450/704): MSE-pixel: 0.1501
===> Epoch[93](480/704): MSE-pixel: 0.1475
===> Epoch[93](510/704): MSE-pixel: 0.1525
===> Epoch[93](540/704): MSE-pixel: 0.1420
===> Epoch[93](570/704): MSE-pixel: 0.1494
===> Epoch[93](600/704): MSE-pixel: 0.1505
===> Epoch[93](630/704): MSE-pixel: 0.1423
===> Epoch[93](660/704): MSE-pixel: 0.1454
===> Epoch[93](690/704): MSE-pixel: 0.1414
learning rate = 0.0010000
===> Epoch[94](0/704): MSE-pixel: 0.1443
===> Epoch[94](30/704): MSE-pixel: 0.1495
===> Epoch[94](60/704): MSE-pixel: 0.1480
===> Epoch[94](90/704): MSE-pixel: 0.1375
===> Epoch[94](120/704): MSE-pixel: 0.1449
===> Epoch[94](150/704): MSE-pixel: 0.1411
===> Epoch[94](180/704): MSE-pixel: 0.1454
===> Epoch[94](210/704): MSE-pixel: 0.1453
===> Epoch[94](240/704): MSE-pixel: 0.1453
===> Epoch[94](270/704): MSE-pixel: 0.1364
===> Epoch[94](300/704): MSE-pixel: 0.1483
===> Epoch[94](330/704): MSE-pixel: 0.1480
===> Epoch[94](360/704): MSE-pixel: 0.1389
===> Epoch[94](390/704): MSE-pixel: 0.1413
===> Epoch[94](420/704): MSE-pixel: 0.1400
===> Epoch[94](450/704): MSE-pixel: 0.1444
===> Epoch[94](480/704): MSE-pixel: 0.1453
===> Epoch[94](510/704): MSE-pixel: 0.1461
===> Epoch[94](540/704): MSE-pixel: 0.1518
===> Epoch[94](570/704): MSE-pixel: 0.1433
===> Epoch[94](600/704): MSE-pixel: 0.1418
===> Epoch[94](630/704): MSE-pixel: 0.1411
===> Epoch[94](660/704): MSE-pixel: 0.1407
===> Epoch[94](690/704): MSE-pixel: 0.1436
learning rate = 0.0010000
===> Epoch[95](0/704): MSE-pixel: 0.1455
===> Epoch[95](30/704): MSE-pixel: 0.1470
===> Epoch[95](60/704): MSE-pixel: 0.1435
===> Epoch[95](90/704): MSE-pixel: 0.1434
===> Epoch[95](120/704): MSE-pixel: 0.1491
===> Epoch[95](150/704): MSE-pixel: 0.1450
===> Epoch[95](180/704): MSE-pixel: 0.1449
===> Epoch[95](210/704): MSE-pixel: 0.1495
===> Epoch[95](240/704): MSE-pixel: 0.1502
===> Epoch[95](270/704): MSE-pixel: 0.1440
===> Epoch[95](300/704): MSE-pixel: 0.1443
===> Epoch[95](330/704): MSE-pixel: 0.1360
===> Epoch[95](360/704): MSE-pixel: 0.1400
===> Epoch[95](390/704): MSE-pixel: 0.1493
===> Epoch[95](420/704): MSE-pixel: 0.1494
===> Epoch[95](450/704): MSE-pixel: 0.1459
===> Epoch[95](480/704): MSE-pixel: 0.1411
===> Epoch[95](510/704): MSE-pixel: 0.1488
===> Epoch[95](540/704): MSE-pixel: 0.1484
===> Epoch[95](570/704): MSE-pixel: 0.1407
===> Epoch[95](600/704): MSE-pixel: 0.1452
===> Epoch[95](630/704): MSE-pixel: 0.1459
===> Epoch[95](660/704): MSE-pixel: 0.1484
===> Epoch[95](690/704): MSE-pixel: 0.1432
learning rate = 0.0010000
===> Epoch[96](0/704): MSE-pixel: 0.1414
===> Epoch[96](30/704): MSE-pixel: 0.1444
===> Epoch[96](60/704): MSE-pixel: 0.1372
===> Epoch[96](90/704): MSE-pixel: 0.1373
===> Epoch[96](120/704): MSE-pixel: 0.1464
===> Epoch[96](150/704): MSE-pixel: 0.1393
===> Epoch[96](180/704): MSE-pixel: 0.1430
===> Epoch[96](210/704): MSE-pixel: 0.1489
===> Epoch[96](240/704): MSE-pixel: 0.1533
===> Epoch[96](270/704): MSE-pixel: 0.1442
===> Epoch[96](300/704): MSE-pixel: 0.1463
===> Epoch[96](330/704): MSE-pixel: 0.1479
===> Epoch[96](360/704): MSE-pixel: 0.1435
===> Epoch[96](390/704): MSE-pixel: 0.1463
===> Epoch[96](420/704): MSE-pixel: 0.1412
===> Epoch[96](450/704): MSE-pixel: 0.1481
===> Epoch[96](480/704): MSE-pixel: 0.1495
===> Epoch[96](510/704): MSE-pixel: 0.1480
===> Epoch[96](540/704): MSE-pixel: 0.1461
===> Epoch[96](570/704): MSE-pixel: 0.1430
===> Epoch[96](600/704): MSE-pixel: 0.1445
===> Epoch[96](630/704): MSE-pixel: 0.1471
===> Epoch[96](660/704): MSE-pixel: 0.1522
===> Epoch[96](690/704): MSE-pixel: 0.1490
learning rate = 0.0010000
===> Epoch[97](0/704): MSE-pixel: 0.1479
===> Epoch[97](30/704): MSE-pixel: 0.1468
===> Epoch[97](60/704): MSE-pixel: 0.1472
===> Epoch[97](90/704): MSE-pixel: 0.1478
===> Epoch[97](120/704): MSE-pixel: 0.1513
===> Epoch[97](150/704): MSE-pixel: 0.1400
===> Epoch[97](180/704): MSE-pixel: 0.1476
===> Epoch[97](210/704): MSE-pixel: 0.1498
===> Epoch[97](240/704): MSE-pixel: 0.1447
===> Epoch[97](270/704): MSE-pixel: 0.1496
===> Epoch[97](300/704): MSE-pixel: 0.1425
===> Epoch[97](330/704): MSE-pixel: 0.1470
===> Epoch[97](360/704): MSE-pixel: 0.1422
===> Epoch[97](390/704): MSE-pixel: 0.1449
===> Epoch[97](420/704): MSE-pixel: 0.1452
===> Epoch[97](450/704): MSE-pixel: 0.1421
===> Epoch[97](480/704): MSE-pixel: 0.1425
===> Epoch[97](510/704): MSE-pixel: 0.1411
===> Epoch[97](540/704): MSE-pixel: 0.1483
===> Epoch[97](570/704): MSE-pixel: 0.1439
===> Epoch[97](600/704): MSE-pixel: 0.1451
===> Epoch[97](630/704): MSE-pixel: 0.1533
===> Epoch[97](660/704): MSE-pixel: 0.1430
===> Epoch[97](690/704): MSE-pixel: 0.1462
learning rate = 0.0010000
===> Epoch[98](0/704): MSE-pixel: 0.1392
===> Epoch[98](30/704): MSE-pixel: 0.1400
===> Epoch[98](60/704): MSE-pixel: 0.1449
===> Epoch[98](90/704): MSE-pixel: 0.1404
===> Epoch[98](120/704): MSE-pixel: 0.1517
===> Epoch[98](150/704): MSE-pixel: 0.1438
===> Epoch[98](180/704): MSE-pixel: 0.1418
===> Epoch[98](210/704): MSE-pixel: 0.1438
===> Epoch[98](240/704): MSE-pixel: 0.1451
===> Epoch[98](270/704): MSE-pixel: 0.1510
===> Epoch[98](300/704): MSE-pixel: 0.1442
===> Epoch[98](330/704): MSE-pixel: 0.1416
===> Epoch[98](360/704): MSE-pixel: 0.1405
===> Epoch[98](390/704): MSE-pixel: 0.1455
===> Epoch[98](420/704): MSE-pixel: 0.1469
===> Epoch[98](450/704): MSE-pixel: 0.1464
===> Epoch[98](480/704): MSE-pixel: 0.1441
===> Epoch[98](510/704): MSE-pixel: 0.1483
===> Epoch[98](540/704): MSE-pixel: 0.1422
===> Epoch[98](570/704): MSE-pixel: 0.1491
===> Epoch[98](600/704): MSE-pixel: 0.1459
===> Epoch[98](630/704): MSE-pixel: 0.1489
===> Epoch[98](660/704): MSE-pixel: 0.1437
===> Epoch[98](690/704): MSE-pixel: 0.1482
learning rate = 0.0010000
